modelType,modelName,fileName,children,references,neurolexTerm,neurolexURI,keywords,pubmedID,translators,authors
CH,Potassium A (K-A) Current,kamt.channel.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/miglioreetal14_olfactorybulb3d),(ModelDB,https://senselab.med.yale.edu/ModelDB/ShowModel.cshtml?model=151681)",none,,K-A,8745279,Justas Birgiolas,
CH,Potassium DR (K-DR) Current,kdrmt.channel.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/miglioreetal14_olfactorybulb3d),(ModelDB,https://senselab.med.yale.edu/ModelDB/ShowModel.cshtml?model=151681)",none,,K-DR,8745279,Justas Birgiolas,
CH,Sodium Current,nax__sh0.channel.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/miglioreetal14_olfactorybulb3d),(ModelDB,https://senselab.med.yale.edu/ModelDB/ShowModel.cshtml?model=151681)",none,,"noninactivating, axon",12118259,Justas Birgiolas,
CH,Sodium Current,nax__sh10.channel.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/miglioreetal14_olfactorybulb3d),(ModelDB,https://senselab.med.yale.edu/ModelDB/ShowModel.cshtml?model=151681)",none,,"noninactivating, axon",12118259,Justas Birgiolas,
CH,Sodium Current,nax__sh15.channel.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/miglioreetal14_olfactorybulb3d),(ModelDB,https://senselab.med.yale.edu/ModelDB/ShowModel.cshtml?model=151681)",none,,"noninactivating, axon",12118259,Justas Birgiolas,
CH,Passive Current,pas.channel.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/miglioreetal14_olfactorybulb3d),(ModelDB,https://senselab.med.yale.edu/ModelDB/ShowModel.cshtml?model=151681)",none,,leak,,Justas Birgiolas,
SY,AMPA/NMDA,AmpaNmda.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/miglioreetal14_olfactorybulb3d),(ModelDB,https://senselab.med.yale.edu/ModelDB/ShowModel.cshtml?model=151681)",none,,glutamate,21258619,Justas Birgiolas,
SY,Fast Inhibitory (FI),FI.synapse.nml,,"(Open Source Brain,http://www.opensourcebrain.org/projects/miglioreetal14_olfactorybulb3d),(ModelDB,https://senselab.med.yale.edu/ModelDB/ShowModel.cshtml?model=151681)",none,,gaba,21258619,Justas Birgiolas,
