modelType,modelName,fileName,children,references,neurolexTerm,neurolexURI,keywords,pubmedID,translators,authors
SY,Model Name,Syn_GABAA_DeepBask_L5Pyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepBask_L6NT.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepFS_L4SS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepLTS_DeepFS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepLTS_DeepLTS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepLTS_L4SS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepLTS_L5IB.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepLTS_L5RS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepLTS_L6NT.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepLTS_SupFS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepLTS_SupLTS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_DeepLTS_SupPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_nRT_nRT_s.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_nRT_TCR_s.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupAxAx_DeepPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupAxAx_L4SS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupAxAx_SupPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupBask_L4SS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupBask_SupAxAx.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupBask_SupBask.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupBask_SupLTS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupBask_SupPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupLTS_FS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupLTS_L4SS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupLTS_L5Pyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupLTS_L6NT.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupLTS_LTS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_GABAA_SupLTS_SupPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_FRBPyr_DeepLTS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_FRBPyr_SupFS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_FRBPyr_SupLTS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L4SS_IN.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L4SS_L4SS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L4SS_Pyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L5IB_DeepPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L5IB_IN.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L5IB_L4SS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L5IB_SupPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L5RS_DeepIN.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L5RS_DeepPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L5RS_L4SS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L5RS_SupIN.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L5RS_SupPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L6NT_DeepFS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L6NT_DeepLTS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L6NT_DeepPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L6NT_L4SS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L6NT_nRT.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L6NT_SupFS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L6NT_SupLTS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L6NT_SupPyr.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_L6NT_TCR.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_RSPyr_DeepLTS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
SY,Model Name,Syn_NMDA_RSPyr_SupFS.synapse.nml,,"(OpenSourceBrain,http://www.opensourcebrain.org/projects/thalamocortical),(ModelDB,https://senselab.med.yale.edu/ModelDB/showmodel.cshtml?model=45539)",neurolexTerm,neurolexURI,keywords,15525801,"Chaitanya Chintaluri,Daniel Wójcik,Eugenio Piasini,Helena Głąbska,Jacek Rogala,Michael Hines,Padraig Gleeson,Rokas Stanislovas,Subhasis Ray,Tomás Fernández Alfonso,Yates Buckley,Angus Silver",
