,AP1Amplitude,AP2Amplitude,AP12AmplitudeDrop,AP12AmplitudeChangePercent,AP1SSAmplitudeChange,AP1WidthHalfHeight,AP2WidthHalfHeight,AP12HalfWidthChangePercent,AP1WidthPeakToTrough,AP2WidthPeakToTrough,AP1RateOfChangePeakToTrough,AP2RateOfChangePeakToTrough,AP12RateOfChangePeakToTroughPercentChange,AP1AHPDepth,AP2AHPDepth,AP12AHPDepthPercentChange,AP1DelayMean,AP2DelayMean,AP1DelaySD,AP2DelaySD,AP1DelayMeanStrongStim,AP2DelayMeanStrongStim,AP1DelaySDStrongStim,AP2DelaySDStrongStim,Burst1ISIMean,Burst1ISIMeanStrongStim,Burst1ISISD,Burst1ISISDStrongStim,InitialAccommodationMean,SSAccommodationMean,AccommodationRateToSS,AccommodationAtSSMean,AccommodationRateMeanAtSS,ISIMedian,ISICV,ISIBurstMeanChange,SpikeRateStrongStim,InputResistance,SteadyStateAPs,FrequencyPassAbove,FrequencyPassBelow,RampFirstSpike
NMLCL000089,83.8383600011018,80.6242300097141,2.128327832921691,-2.2851816990453355,2.1284902258286733,0.6881906924417446,0.6996944006621268,1.8492181179241032,2.2313395271668233,2.2460662692786193,-4.263669570389678,-4.224129561979998,-2.307987976287039,4.109378381041864,4.133596645617701,1.9078751244931147,3.35368619450282,4.8959277137503,0.0,0.0,2.511931353945837,4.215173139948027,0.0,0.0,5.869843411092942,4.138325802266745,2.8421709430404e-14,0.0,-33.3333333333333,-33.3333333333333,-0.21573867876659364,-82.6067555139648,3.1791303340432004,6.402412383181735,2.1466820677558474,6.991675155145021,3.0239295911433532,7.849193071545302,0.0,4.216192878969989,4.864244504112876,8.499961217078265
NMLCL000090,84.5277066659884,80.7472399981993,2.2726253321312035,-2.4246448402835243,2.225018781012823,0.7110672772027734,0.6996944006621268,-1.811048166372917,2.1727881244341534,2.193544937981492,-4.3337657648195576,-4.284413562502461,-2.504324604794472,4.105085373270083,4.137885342378283,2.1754803674362435,3.3016483024043817,4.886761159303045,0.0,0.0,2.4777354061089545,4.203198708539229,0.0,0.0,5.899088296726706,4.138325802266745,2.8421709430404e-14,0.0,-33.3333333333333,-33.3333333333333,-0.21068587623809948,-82.7077451292693,3.1791303340432004,6.409164107736886,2.14514612205459,7.030063120811973,3.0239295911433532,7.885411498845266,0.0,4.216192878969989,4.9546132461527,8.499740987778749
NMLCL000091,84.4035800011462,81.3086399973162,2.095113397693117,-2.2452948257280863,2.1706327469574944,0.6881906924417446,0.6996944006621268,1.8492181179240996,2.22638202072693,2.248499778226765,-4.2704143862317165,-4.2212623663661235,-2.5014824969622143,4.09322185856399,4.1072511960858185,1.4605530330353769,3.35288099574209,4.896271981640458,0.0,0.0,2.511931353945837,4.215853081490426,0.0,0.0,5.870298372240627,4.139793730443139,2.8421709430404e-14,0.0,-33.3333333333333,-33.3333333333333,-0.21565956922505736,-82.6011978914594,3.1791303340432004,6.40275582346405,2.146749358550617,6.991389833008209,3.0239295911433532,7.849193188381753,0.0,4.216192878969989,4.9548788858673465,8.499994013037403
NMLCL000092,75.3183120011981,73.0338266648379,1.8342155947443397,-2.0774380021205077,2.110079269406436,0.7660688243043056,0.7767152131210331,1.7236893861266205,2.46802526176455,2.519374225686195,-3.8883894109369135,-3.813723593054592,-2.88550537825754,3.9494359967727526,3.963761616486304,1.4787824217329737,3.618691393673132,4.945632144857985,0.0,0.0,2.6878733948098255,4.256805171602624,0.0,0.0,4.951512180556025,4.102813752586129,0.0,0.0,-50.0,-50.0,-0.2611517304798349,-86.4294927118641,5.781603701539422,6.208473862861008,2.03987761184914,5.115110339580192,3.1791303340432004,6.7324185095936695,0.0,4.216192878969989,4.832432177733069,8.459283171141513
NMLCL000093,74.1321933325833,74.0344260069548,0.20303682100905238,-0.26518372199704315,1.0029371169092016,0.8079907446441833,0.8079907446441833,-4.729550084903055e-14,2.2088346082327903,2.2188993726003896,-4.123202224933243,-4.1074826541570415,-1.5369474802284564,3.7879972390510805,3.7703270203219383,-1.6344049966802263,4.131508463670995,5.307204815911066,0.0,0.0,3.027281813834798,4.474096925109274,0.0,0.0,5.114293367170724,4.279702532914197,0.0,0.0,-50.0,-50.0,-0.1725247424763055,-79.9865355584429,6.102689036314459,6.26652786831048,2.1038478027608534,4.458896457286927,3.1300252667121873,6.765079201747276,0.0,4.216192878969989,5.799909457150003,8.474412416925965
NMLCL000094,76.4119660018784,75.2653000027889,1.292064977660902,-1.4941041708591327,1.717577610184498,0.7110672772027734,0.6996944006621268,-1.8110481663729245,1.8508178533696773,1.8580269245845957,-4.5828028054681775,-4.563901959591914,-1.6781711403897877,3.9233823704067388,3.928773956378967,0.8197458286862391,3.858074861623428,5.105466729927032,0.0,0.0,2.6380982555650383,4.275228866524453,0.0,0.0,4.879174371615977,4.124830467742076,0.0,0.0,-25.0,-50.0,-0.2307649810200128,-80.1817222551006,6.103038305849148,6.061843046585589,2.117830391206438,3.9480227207909726,3.313448551002216,6.282108974733124,0.0,4.216192878969989,4.496416678794669,8.462347819601453
NMLCL000095,72.2702300006434,70.7726133323812,1.4925421601457218,-1.7529357644808745,1.9063588202987918,0.8383177092574539,0.8482257012382937,1.617331239405162,2.8481744024913374,2.963964390539259,-3.4172630218955513,-3.287458530841232,-3.4005523639795783,3.7556460066284774,3.7778602644982997,1.839931862271904,3.827977807884615,5.08030080504389,0.0,0.0,2.889987089476309,4.361988552835453,0.0,0.0,5.014620326297545,4.181628374320142,0.0,0.0,-33.3333333333333,-66.6666666666667,-1.1947054951603389,-85.777266831367,5.891823317555268,6.279623837860494,1.9948419844883905,4.943914088616829,3.078383806052082,6.84429058053465,0.0,4.216192878969989,5.799909457150003,8.453115733487355
NMLCL000096,76.0650666661061,74.5734583317933,1.4894272672011055,-1.7075234313621026,1.825423496401207,0.7660688243043056,0.7660688243043056,0.0,2.0678439235436654,2.0822979893958364,-4.3159083962159706,-4.2856611902040855,-2.073581397559094,3.8606994510099346,3.8674962784980607,0.9570987101128152,3.7162764723541923,5.022691113123374,0.0,0.0,2.602914589781147,4.2482873147196845,0.0,0.0,4.859728580887343,4.107369691150395,0.0,0.0,-50.0,-50.0,-0.19924266054288445,-83.6975071160302,5.929999203549291,6.154670277653909,2.088290927570693,4.288868384246001,3.2259365392535724,6.6762357248986435,0.0,4.216192878969989,5.799909457150003,8.46110165546786
NMLCL000097,84.7949439980708,83.3698699921201,1.4542693217094205,-1.5830430090433745,1.7687511477332611,0.6528635827448365,0.6528635827448365,0.0,1.821450342035924,1.8288734696272357,-4.700968875471738,-4.679657379071555,-1.774910783952426,3.9342417225400936,3.9380425202733313,0.6388624269430336,3.5302997600421104,4.891268459642435,0.0,0.0,2.460188683230404,4.187239609759116,0.0,0.0,4.726654310158935,4.059855819217816,0.0,0.0,-50.0,-25.0,-0.11420769184477851,-84.6787595735413,5.791014395448787,6.063665572810591,2.115161192291253,4.113312536841172,3.313448551002216,7.3205333791974985,0.0,4.216192878969989,5.219111074443575,8.457735099527246
NMLCL000098,83.3574560015979,82.2112599910485,1.2917676530829312,-1.4269899429003627,1.2436320453348872,0.6765531073444551,0.6765531073444551,0.0,1.7440211204567961,1.7440211204567961,-4.794363039708209,-4.786101226523916,-1.068265184947655,4.002019674440112,4.012949323864445,1.2746816736738926,3.531647987491045,4.945632144857985,0.0,0.0,2.2913196859070593,4.171732305517789,0.0,0.0,4.834236502052241,4.074837789556628,0.0,0.0,-50.0,-50.0,-0.20755799789088203,-83.6335780121043,5.933459251982326,6.127208047872415,2.0870480167529193,4.38818272143337,3.270649533838184,7.249279778239185,0.0,4.216192878969989,5.799909457150003,8.46297518156238
NMLCL000099,68.8976399994792,68.2866400060265,0.878331061960015,-1.1125102369888065,1.1624053887652541,0.8580364872426698,0.8580364872426698,0.0,3.339092478206754,3.401616327225532,-2.820358102495834,-2.7572341371506,-2.7712155669588414,3.358738605376293,3.390889990502788,2.1741278954514107,4.656662169810589,5.715426477038339,0.0,0.0,3.563471849698335,4.789197166470021,0.0,0.0,5.480913417435874,4.512843707292257,0.0,0.0,-66.6666666666667,-66.6666666666667,-1.1947054951603389,-72.9587705278977,6.418044341585298,6.425147341735407,2.115981188537664,4.562982286704508,3.0239295911433532,6.830134056758491,0.0,4.216192878969989,4.843998013613824,8.4922761228175
NMLCL000100,68.7069040016432,70.7057000023264,-1.7231946648989087,2.0410379303433386,-0.3962993640265993,0.7223122645279223,0.7223122645279223,-2.775557561562853e-14,2.1133801318362733,2.1078002187193556,-4.231790065428875,-4.260470988570266,2.053918466977922,4.04606464569749,4.051823375713528,0.8559018823691004,3.8929410769461708,5.06791126759987,0.0,0.0,2.557565583604459,4.2049181454506,0.0,0.0,4.795117813578167,4.0726831899543,0.0,0.0,-50.0,-25.0,-0.11572702922281794,-81.9673428455542,5.947984357807779,6.075907953985035,2.1308922479993795,3.772700572159403,3.313448551002216,6.996081976088912,0.0,4.216192878969989,4.836439983023594,8.457045754286579
NMLCL000101,74.0417333345987,73.4438320006181,0.8657208149875827,-1.0506055085881252,1.087896623820525,0.8182022662053825,0.8182022662053825,0.0,2.757447790275537,2.8252292410565882,-3.544156403787405,-3.470921442831369,-2.8760519904158275,3.8276793045505793,3.8421499915279997,1.4885981362803877,4.177045947094539,5.367967505687274,0.0,0.0,3.1762510584140164,4.573707023678422,0.0,0.0,5.473838719485145,4.373230599293415,0.0,0.0,-66.6666666666667,-33.3333333333333,-0.13759262739297493,-79.9673457857279,6.153382750360703,6.445623909746714,2.069825411882546,5.609073068223663,2.966338477698144,7.468487984614682,0.0,4.216192878969989,5.09039345379942,8.47630916773263
NMLCL000102,57.0679248004967,49.8259120010076,2.8721710159379676,-3.4085098953425996,4.885855948440323,1.1373130589822291,1.3191059721817258,4.22794063799013,3.037271580344263,3.254782193953785,-3.0241067864035784,-2.7021853818846724,-4.213830411182185,3.6464436637042357,3.60556653986174,-2.3484687934203916,3.9596648705545157,5.2281641573081075,0.0,0.0,3.027281813834798,4.461948127308864,0.0,0.0,6.091914652560823,4.300371079065285,2.8421709430404e-14,0.0,-50.0,-100.0,-1.1947054951603389,-82.4043374416755,3.1791303340432004,6.538295745547561,1.7624085906721965,6.9630629971483815,2.323400932307721,6.981330268090137,0.0,4.216192878969989,4.931960459903944,8.46324254183844
NMLCL000103,74.7601314292158,73.3679399981324,1.436426269115328,-1.665421047643086,1.7111450166712463,0.7767152131210331,0.7767152131210331,-5.0182080713055813e-14,2.274884669346821,2.332381090403554,-4.0804076910849885,-4.008463477996084,-2.8483151680287673,3.8983536178298417,3.9214855920479557,1.8717911404941188,3.9723181339087854,5.204546707448337,0.0,0.0,2.930121417670981,4.422933900758413,0.0,0.0,5.100427828441086,4.242843875617803,0.0,0.0,-33.3333333333333,-66.6666666666667,-1.1947054951603389,-82.8680037321136,5.967450917050026,6.287404162050122,2.0334557427185564,4.810123847460456,3.1300252667121873,6.824516813329271,0.0,4.216192878969989,4.837131797816692,8.471408680642746
NMLCL000104,77.6996649996868,68.5904266686912,3.089896139426733,-3.332015393871466,3.426413518124904,0.6996944006621268,0.7334322069386089,2.8153753764607394,1.970035046518959,2.035289875836868,-4.492381915160553,-4.33181824004761,-3.570725913195992,4.074566587224746,4.095229655384337,1.7733373806479173,2.9532106923249666,4.667105153162241,0.0,0.0,2.1271951986231454,3.9392598869123847,0.0,0.0,5.253827912011189,3.850757503979724,1.4210854715202e-14,0.0,-25.0,-50.0,-0.20210277479541447,-78.05624856934,5.564035872322658,5.9622687595355135,2.3474307861195,6.301188894142645,3.393914677028147,6.235225313152285,0.0,4.216192878969989,5.799909457150003,8.497916374574709
NMLCL000105,70.889215237384,69.2752076213481,1.5510436184824854,-1.831385854215231,2.1580362166048843,0.8079907446441833,0.8283105657598477,2.254244549952112,2.578751715169483,2.6462959708933886,-3.6801735857687357,-3.5877784140584175,-3.0840751667333643,3.7435425810055056,3.7259902001194933,-1.6299169563697626,3.7021752827908947,4.979771585911825,0.0,0.0,2.729294840486628,4.258109195258946,0.0,0.0,4.8117363005392955,4.091524702652538,0.0,0.0,-50.0,-50.0,-0.30446352310745683,-85.4917080263615,5.820838611947567,6.1507018103431745,2.073422314185189,4.32808028150115,3.2259365392535724,6.5616840428021925,0.0,4.216192878969989,5.799909457150003,8.454087424814189
NMLCL000106,69.1400719999547,67.9696266702014,1.3069940481142797,-1.5888180563436622,1.5337611065723469,0.8580364872426698,0.8580364872426698,0.0,2.5377425949277748,2.5857151745875675,-3.7450953415625405,-3.6864113470394964,-2.6700929886595555,3.92874433898033,3.948135152973138,1.7225742894470724,4.28002131598676,5.44860122993902,0.0,0.0,3.2538932492596073,4.614677001175996,0.0,0.0,5.592046369905968,4.408883174710381,0.0,0.0,-33.3333333333333,-33.3333333333333,-0.1304849700130681,-77.6038861358398,6.166769772061152,6.46330429375955,2.1229444200568124,5.732926515541805,2.966338477698144,6.690780410267308,0.0,4.216192878969989,5.799909457150003,8.47972384139324
