0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,PCA1_Cluster
0.440937939733015,0.468341017091433,-0.421995545841271,-0.27734211957754,-0.37476654383806,-0.0430160389839716,0.320693769276584,0.0218978102189782,-0.119648046872348,-0.103922055947945,-0.405778646350469,-0.39239392857264,-0.0297627269344567,-0.415112669331252,-0.553322830278349,-0.298290728268703,-0.011875454226403,0.0664391127080064,-1,-1,-0.182568286618385,-0.131140479500505,-1,-1,0.020992243633595,-0.253111455768772,-1,-1,-0.333333333333333,-0.333333333333333,0.20761135786225,0.11006565681633,-0.999959461776391,0.144052562835409,-0.629627603094306,-0.432251498881765,-0.124279559784068,0.68816682862078,1
0.457294894706223,0.49287700132591,-0.445163661723977,-0.29436916397606,-0.411864453385218,-0.0817437379498979,0.267247282390414,0.0218978102189782,-0.203006658508817,-0.186939716227114,-0.347495278308714,-0.333507425995293,-0.0316602185829336,-0.317320430327039,-0.457830371088843,-0.302718163503625,-0.314638444974305,-0.19036161146494,-1,-1,-0.468726806766516,-0.297468291317272,-1,-1,-0.141806186514612,-0.3011744869171,-1,-1,-0.166666666666667,-0.166666666666667,0.223794754703379,0.529746408724543,-0.999924130515675,-0.129892007574796,-0.453094771517749,-0.453457007680278,0.115115813921461,0.557403870395297,1
0.239510742103588,0.262977194357197,-0.422514822452732,-0.27707539767217,-0.340772223589298,-0.0571105059385172,0.305234544595639,0.0357072400868022,-0.239194051002164,-0.228983452183609,-0.371840983802934,-0.355272696671038,-0.0258762245130577,-0.467901232694972,-0.612101283973302,-0.298851214561229,-0.252609082387356,-0.210019540853781,-1,-1,-0.428400661116597,-0.37550741706441,-1,-1,-0.196225310201904,-0.422757091247041,-1,-1,-0.4,-0.2,0.182415361205493,-0.135078624724972,-0.999987377066225,0.0299512391704688,-0.648413576949037,-0.417421179337595,-0.00929203606371154,0.411959438207779,1
0.244985294395109,0.265843764295174,-0.414681721116877,-0.270310956073478,-0.390379751291961,-0.0272220425180142,0.342490407020043,0.0218978102189782,0.0599262183053983,0.0701904741341544,-0.532558697127844,-0.519629573502285,-0.0238751835264952,-0.522560528583904,-0.671164107395332,-0.29843622378618,-0.237815219281439,-0.134006831120639,-1,-1,-0.409782532619764,-0.276505424459426,-1,-1,-0.112675287415044,-0.298005158497834,-1,-1,0,-0.166666666666667,0.211178094962324,0.760193577937793,-0.999876651090319,-0.13449226415209,-0.258979876089238,-0.455871864767268,0.144392312686293,0.316802812925874,1
0.752578115508548,0.627660971471176,-0.0814846779540868,-0.0362948092738038,-0.144178789978367,-0.154574450097199,0.140512390255891,-0.0650722161826366,-0.495776581308195,-0.49893853228609,-0.13526352514408,-0.115006026836272,-0.0315851898980064,-0.297972304173417,-0.383155610113643,-0.28344965832371,-0.850517781968705,-0.578163863784263,-1,-1,-0.880661954272676,-0.657510305569115,-1,-1,-0.400579989196044,-0.570549875778561,-1,-1,-0.133333333333333,-0.2,0.212417374303085,0.626917215348372,-0.999936774919162,-0.406007206037005,-0.412133174017434,-0.454810828714117,0.407123873583706,0.216343239010686,4
0.26732322676343,0.293014094948199,-0.427335449681606,-0.281265122316796,-0.341631406812728,-0.0785082944760334,0.276112298092232,0.0371500163416496,-0.272497825704765,-0.263110296693382,-0.347355182139039,-0.329606358019963,-0.0250772445981766,-0.453372895047805,-0.596616712004518,-0.299053969360975,-0.260504554110424,-0.221787340332361,-1,-1,-0.43836570111412,-0.388028132446928,-1,-1,-0.209603432272603,-0.435336033028929,-1,-1,-0.333333333333333,-0.333333333333333,0.159792611258949,-0.128869300174713,-0.999987302153592,0.0131026477661125,-0.64605130402184,-0.422077364351528,0.00796648945025957,0.360341233646818,1
0.451876781477877,0.441748221974197,-0.32161024740641,-0.200126386968564,-0.344141739092175,-0.102232669549572,0.243872098851779,0.0389294403892945,-0.366504770656579,-0.346525360426507,-0.276446357954945,-0.26731650645047,-0.0435962439972835,-0.511244131872889,-0.648901056003002,-0.291974980686559,-0.569316181059395,-0.469317382912985,-1,-1,-0.720493478498419,-0.581071759769509,-1,-1,-0.364989679501016,-0.532405163240659,-1,-1,0.0769230769230769,0.0769230769230769,0.461228400015497,0.99999999988287,-0.999992558185339,-0.422353490788879,-0.185617078022316,-0.442721635946953,0.404545566099876,0.146840738427962,4
0.578201415013195,0.505971055371188,-0.181302357971043,-0.0972997443843444,-0.216290115717925,-0.0951872701749783,0.238971359903589,-0.0110666352719567,-0.337557032458078,-0.324171000484292,-0.267099945912967,-0.256421252994361,-0.0413826064139151,-0.406241979801027,-0.50278487345106,-0.279698747607526,-0.761723380561498,-0.629346917405881,-1,-1,-0.806694127857081,-0.653343306898403,-1,-1,-0.476635842366256,-0.589642116589426,-1,-1,-0.0555555555555556,-0.111111111111111,0.227477774064095,0.605293924841553,-0.999871226858234,-0.490404401473197,-0.371578079008527,-0.433709489243044,0.448177936546913,0.186167014704376,4
0.655546576307587,0.615826158653525,-0.244285948203666,-0.153370343788771,-0.266951720168064,-0.124844756905465,0.185008227456252,-0.0537983238713165,-0.431992451520368,-0.427374573242049,-0.192696573850834,-0.174866632641401,-0.0328238307361537,-0.343598457924665,-0.468958837044107,-0.295855904153997,-0.752925100160835,-0.623518090653925,-1,-1,-0.856296004250931,-0.674693289525511,-1,-1,-0.471590862855976,-0.60007834168819,-1,-1,0,0,0.241916939365995,0.871025319172991,-0.999999391035325,-0.506779617623134,-0.169199387391936,-0.42996129493487,0.47229993906555,-0.000888373523509234,4
0.31234290388432,0.324729843725455,-0.387153337963206,-0.248005383125183,-0.388266455916299,-0.137094048030777,0.196601533853463,0.0419350221840562,0.222586064381341,0.193075256011097,-0.604943243911624,-0.563886198955403,0.0359365469834918,-0.57297117832864,-0.618980215374792,-0.218711585444888,-0.451689856475523,-0.392141412059586,-1,-1,-0.628293913394865,-0.691442123185934,-1,-1,-0.277738843365426,-0.516503153735155,-1,-1,0,0,0.241916939365995,0.421933531155706,-0.999996944454527,-0.244938988495606,-0.409574224554944,-0.31385988376274,0.261586188445108,-0.175207187518395,1
