,AP1Amplitude,AP2Amplitude,AP12AmplitudeDrop,AP12AmplitudeChangePercent,AP1SSAmplitudeChange,AP1WidthHalfHeight,AP2WidthHalfHeight,AP12HalfWidthChangePercent,AP1WidthPeakToTrough,AP2WidthPeakToTrough,AP1RateOfChangePeakToTrough,AP2RateOfChangePeakToTrough,AP12RateOfChangePeakToTroughPercentChange,AP1AHPDepth,AP2AHPDepth,AP12AHPDepthPercentChange,AP1DelayMean,AP2DelayMean,AP1DelaySD,AP2DelaySD,AP1DelayMeanStrongStim,AP2DelayMeanStrongStim,AP1DelaySDStrongStim,AP2DelaySDStrongStim,Burst1ISIMean,Burst1ISIMeanStrongStim,Burst1ISISD,Burst1ISISDStrongStim,InitialAccommodationMean,SSAccommodationMean,AccommodationRateToSS,AccommodationAtSSMean,AccommodationRateMeanAtSS,ISIMedian,ISICV,ISIBurstMeanChange,SpikeRateStrongStim,InputResistance,SteadyStateAPs,FrequencyPassAbove,FrequencyPassBelow,RampFirstSpike
55,70.8627175766333,69.2529163665174,2.4518496732648467,3.2967053939262905,3.150498285547836,-0.5447271754416722,-0.5447271754416722,0.0,2.1317967720137583,2.174751721484155,2.552321878888066,2.496746474271672,4.645710861609476,17.0852627491807,17.6618776652332,4.968593564919941,3.1059310658520727,4.335458998857547,0.0,0.0,2.173614711697082,3.5997749790311175,0.0,0.0,4.10561415448033,3.3929971850968177,0.0,0.0,-75.0,-50.0,-0.145908719505078,-84.3029322116067,155.846712304145,5.368496201169286,1.3672049174498828,5.445288646195512,2.3978952727983707,5.525435835476315,0.0,4.07753744390572,4.226169826241835,8.063601349020361
56,80.7705714296573,77.7652300049567,2.565360151897067,3.348941499424031,3.214994690525658,-0.843970070294529,-0.843970070294529,0.0,1.108562619521268,1.108562619521268,3.949171652259412,3.9223338039468065,4.675627489083032,22.5409277017119,22.7567299988128,4.951641687663522,2.6210388241125897,4.055083848268796,0.0,0.0,1.5475625087160232,3.3343450746743177,0.0,0.0,3.838914533607508,3.2108436531709352,0.0,0.0,-40.0,-60.0,-0.162826671008711,-83.8671766299756,157.727900779862,5.112048027505994,1.414658121521798,5.390368736795356,2.6390573296152584,5.337203462321147,0.0,4.07753744390572,4.233869588587152,8.061455320632424
57,77.4553466680754,76.4724883302054,2.3963357244138144,3.2588915193193464,3.1341451398546227,-0.7550225842780327,-0.7339691750802004,2.17391304347826,1.4398351280479276,1.4678743481122951,3.4376962243826514,3.389960714778852,4.6557093490508334,19.5155751510727,19.267899781408,4.935771100096383,2.948116419612329,4.237867538974275,0.0,0.0,1.9726911717329787,3.5118439017492213,0.0,0.0,4.001132180499922,3.3348795006245058,0.0,0.0,-50.0,-50.0,-0.101430165331169,-84.0751857638983,155.088988950227,5.288822431986238,1.3952353694271435,5.4156713178823015,2.5257286443082556,5.878112709452008,0.0,4.07753744390572,4.450362568608592,8.069101336201147
58,77.2462366689281,76.5082228611724,2.3737901378773327,3.2467690280897816,3.093754506502621,-0.6931471805599453,-0.6931471805599453,2.26576127474522e-14,1.3376291891385965,1.3454723665996147,3.5357505682299664,3.520782918276044,4.686471751444848,16.3851133329689,16.6747026579889,4.957353585517937,3.531640677687443,4.655007420835263,0.0,0.0,2.4898941912990575,3.819030138578983,0.0,0.0,4.364626119993716,3.5710807933354776,0.0,0.0,-50.0,-50.0,-0.0849083838538217,-77.004377740808,225.406238266125,5.432979369791435,1.4308576125437984,5.421863374259406,2.3978952727983707,6.415560233017543,0.0,4.07753744390572,4.594570584246316,8.077254643997897
59,77.0190160025466,76.7904380090015,2.3251855667381185,3.220814885414253,3.0800083530356814,-0.6931471805599453,-0.6931471805599453,2.26576127474522e-14,1.3812818192963514,1.3912819026309247,3.4775887850919416,3.4637424555912624,4.687497272133337,16.4979999995972,16.6371071407957,4.95083373431732,3.5354368568703594,4.657477965611436,0.0,0.0,2.4824035195699,3.815512105047302,0.0,0.0,4.36659568764334,3.569673531634056,0.0,0.0,-50.0,-50.0,-0.0851310166346007,-76.9072277807888,227.015011595803,5.432061236597635,1.43093217925082,5.421953996717157,2.3978952727983707,6.41398077798198,0.0,4.07753744390572,4.660833813615311,8.077161482950325
60,76.8747466651057,76.1808571399641,2.3696725059272272,3.244713763560642,3.08326197276518,-0.6931471805599453,-0.6733445532637656,2.04081632653061,1.5040773967762742,1.5216989981260782,3.317424608758995,3.292633395602866,4.677111844410329,16.1874742853445,16.5899908550594,4.962397904094889,3.533102452542098,4.6563384725624895,0.0,0.0,2.4798941079644825,3.8141896450793844,0.0,0.0,4.367927710294379,3.568828223046103,0.0,0.0,-50.0,-50.0,-0.0846582347064899,-76.98714245217,225.630746136166,5.43505299512111,1.4317802701756204,5.423956900578989,2.3978952727983707,6.419407109207097,0.0,4.07753744390572,4.69476971538964,8.077270169995403
61,77.3016266655681,76.6812957228615,2.3627701775416807,3.2408026023310454,3.093216489676957,-0.6931471805599453,-0.6931471805599453,2.26576127474522e-14,1.1817271953786133,1.1847899849091559,3.75009447661917,3.7419883090273114,4.692935773694709,16.5450980641028,16.8013386314087,4.95581494288956,3.6068556186353464,4.707094805710016,0.0,0.0,2.530517161040078,3.843101559961728,0.0,0.0,4.392038844800607,3.588368272517544,0.0,0.0,-75.0,-50.0,-0.0889220864678369,-75.210066193823,249.157063719676,5.410663426379577,1.4326708206055734,5.406716397155419,2.3978952727983707,6.337242527809252,0.0,4.07753744390572,4.677783646196721,8.075986909530304
62,77.2822666655462,76.5646400084677,2.371889737202156,3.245724978230542,3.0912531850384686,-0.6931471805599453,-0.6931471805599453,2.26576127474522e-14,1.226712291295449,1.232560261177866,3.683780779441105,3.670546499047063,4.688144624356523,16.2174719996103,16.4396317219708,4.954554547589313,3.5712214106457045,4.6820386302446675,0.0,0.0,2.5128460184772514,3.8325468039263533,0.0,0.0,4.376825632881818,3.5801800371905945,0.0,0.0,-75.0,-50.0,-0.0874309295656431,-76.0174366529389,238.635285346279,5.418142759616387,1.4305925093989353,5.41210497233819,2.3978952727983707,6.377897097174762,0.0,4.07753744390572,4.58474309444871,8.076745257611103
63,75.6906233320825,74.598937141262,2.4061958358658044,3.2655320084429746,3.138788289724804,-0.6348782724359695,-0.616186139423817,1.92307692307695,1.6193882432872824,1.6486586255873912,3.2029595976130745,3.159287610212014,4.659144623847712,19.9106155316664,20.1270667774708,4.952558725341817,3.212052599520076,4.433669867825719,0.0,0.0,2.231089091288982,3.666633845166616,0.0,0.0,4.28420705896765,3.465423353961426,0.0,0.0,-33.3333333333333,-66.6666666666667,-1.0,-83.4735496205098,165.455393605525,5.463450376358743,1.349639967362291,5.529704294624556,2.3513752571634776,6.025841058224148,0.0,4.07753744390572,4.440847087692764,8.072635841901944
64,73.3995500011814,72.512082007991,2.387612402398452,3.256589024289242,3.0976020201195453,-0.7133498878774648,-0.7133498878774648,0.0,1.3270750014599142,1.3376291891385965,3.5161429517066107,3.4959134375880847,4.6815388755739535,17.0530584205197,17.3528412475882,4.957287127370098,3.466672963621071,4.592084946439435,0.0,0.0,2.3915113021884533,3.742183226136256,0.0,0.0,4.269837300060304,3.5005901255401923,0.0,0.0,-50.0,-50.0,-0.102528349088523,-76.482705444427,232.643849349584,5.31620639938378,1.4330650705953025,5.389222816019323,2.4849066497880004,5.421587251882222,0.0,4.07753744390572,4.2150862417592,8.074172622851556
