Row,AP1Amplitude,AP2Amplitude,AP12AmplitudeDrop,AP12AmplitudeChangePercent,AP1SSAmplitudeChange,AP1WidthHalfHeight,AP2WidthHalfHeight,AP12HalfWidthChangePercent,AP1WidthPeakToTrough,AP2WidthPeakToTrough,AP1RateOfChangePeakToTrough,AP2RateOfChangePeakToTrough,AP12RateOfChangePeakToTroughPercentChange,AP1AHPDepth,AP2AHPDepth,AP12AHPDepthPercentChange,AP1DelayMean,AP2DelayMean,AP1DelaySD,AP2DelaySD,AP1DelayMeanStrongStim,AP2DelayMeanStrongStim,AP1DelaySDStrongStim,AP2DelaySDStrongStim,Burst1ISIMean,Burst1ISIMeanStrongStim,Burst1ISISD,Burst1ISISDStrongStim,InitialAccommodationMean,SSAccommodationMean,AccommodationRateToSS,AccommodationAtSSMean,AccommodationRateMeanAtSS,ISIMedian,ISICV,ISIBurstMeanChange,SpikeRateStrongStim,InputResistance,PCA1_Cluster,Cluster
0,74.860976,72.47054,2.516924885,3.330235048,3.148977617,-0.186329578,-0.186329578,0,0.993251773,1.040276712,3.928308035,3.820188317,4.60062304,9.834584,9.170878823,4.89560487,2.036011984,3.228826156,0,0,1.153731588,2.371177884,0,0,2.806083941,2.086293017,0,0,-3.571428571,-3.571428571,-0.111433029,-11.30059523,13.86602232,2.90526037,4.572825654,5.331060782,1.252762968,3.019236693,0,A
1,42.89015636,0,3.968217241,4.826325701,4.158911154,-1.714798428,-4.605170186,-100,0.565313809,0,4.029453464,0,2.302585093,-0.915226364,0,3.700055262,1.430311247,7.604510941,0,0,0.806475866,7.602795666,0,0,7.602428794,7.602196622,0,0,-100,-100,-1,-100,2000,7.602735778,0,5.289868312,0.405465108,8.36084835,1,B
2,0,0,2.302585093,3.208895882,3.049824557,-4.605170186,-4.605170186,0,0,0,0,0,4.700480366,0,0,4.944848276,7.602196622,7.604510941,0,0,7.601712132,7.602795666,0,0,7.602428794,7.602196622,0,0,0,0,0,0,2000,7.602735778,0,5.289868312,0,6.245119111,2,C
3,0,0,2.302585093,3.208895882,3.049824557,-4.605170186,-4.605170186,0,0,0,0,0,4.700480366,0,0,4.944848276,7.602196622,7.604510941,0,0,7.601712132,7.602795666,0,0,7.602428794,7.602196622,0,0,0,0,0,0,2000,7.602735778,0,5.289868312,0,6.245119111,2,C
4,0,0,2.302585093,3.208895882,3.049824557,-4.605170186,-4.605170186,0,0,0,0,0,4.700480366,0,0,4.944848276,7.602196622,7.604510941,0,0,7.601712132,7.602795666,0,0,7.602428794,7.602196622,0,0,0,0,0,0,2000,7.602735778,0,5.289868312,0,6.245119111,2,C
5,72.02161,72.40002476,2.264009037,3.187439808,3.251156636,-0.653926467,-0.653926467,-2.18E-14,1.383791231,1.381281819,3.387775943,3.401065606,4.7129892,13.49253,14.00819524,4.971696226,3.267284964,3.777348102,0,0,2.170195905,2.865623588,0,0,2.937043277,2.291524146,0,0,-20,-20,-0.069492703,-96.64789837,76.56093255,4.798390469,1.421456353,5.500789408,2.862200881,3.846361596,0,A
6,0,0,2.302585093,3.208895882,3.049824557,-4.605170186,-4.605170186,0,0,0,0,0,4.700480366,0,0,4.944848276,7.602196622,7.604510941,0,0,7.601712132,7.602795666,0,0,7.602428794,7.602196622,0,0,0,0,0,0,2000,7.602735778,0,5.289868312,0,6.245119111,2,C
7,78.188898,76.42999568,2.464610597,3.295884915,3.187303984,-1.609437912,-1.660731207,-5.263157895,1.795087259,1.726331664,3.080316602,3.174157653,4.79009095,26.0528691,29.39883667,5.032348059,2.329227024,4.864761378,0,0,1.467874348,3.260017768,0,0,4.807498598,3.584351925,2.84E-14,0,-25,0,0,-7.510980121,22.45353976,4.849762069,4.02094107,5.329844441,3.113515309,2.410681354,0,A
8,84.28888,80.88124666,2.595824197,3.360185969,3.194321246,-0.798507696,-0.798507696,0,1.515127233,1.534714366,3.464223293,3.41992164,4.658962349,25.58941742,26.74270506,4.976433232,2.664446564,4.167595024,0,0,1.867176109,3.48553853,0,0,5.052480765,3.378269877,2.84E-14,0,-33.33333333,-33.33333333,-0.10466382,-82.60157989,10,5.579031469,1.454423998,6.509540052,2.251291799,7.029589971,0,A
9,84.45478,81.18157,2.585747718,3.354365617,3.204179329,-0.820980552,-0.798507696,2.325581395,1.504077397,1.519513205,3.483255953,3.436656089,4.65683889,26.02475581,26.21419,4.950017536,2.646174797,4.162003211,0,0,1.85159947,3.480008562,0,0,5.059933266,3.377416853,2.84E-14,0,-33.33333333,-33.33333333,-0.103984693,-82.62564495,10,5.578332624,1.454142324,6.519362203,2.251291799,7.050567575,0,A
10,83.83836,80.62423001,2.581286711,3.352898362,3.191560648,-0.820980552,-0.798507696,2.325581395,1.528227857,1.541159072,3.447799349,3.408984985,4.664078716,26.01808129,26.66653241,4.962437898,2.679650727,4.17253941,0,0,1.877937165,3.489208259,0,0,5.052704511,3.38048434,2.84E-14,0,-33.33333333,-33.33333333,-0.104568602,-82.60675551,10,5.580653927,1.45435301,6.507570825,2.251291799,7.023715518,0,A
11,84.52770667,80.74724,2.623252131,3.374997163,3.20664768,-0.776528789,-0.798507696,-2.222222222,1.477048724,1.495148766,3.516676394,3.468173764,4.655108018,25.90476444,26.78300923,4.968700337,2.635479508,4.164336934,0,0,1.850028377,3.478467017,0,0,5.081466475,3.38048434,2.84E-14,0,-33.33333333,-33.33333333,-0.101852701,-82.70774513,10,5.587323562,1.453020131,6.534776823,2.251291799,7.059630898,0,A
12,84.40358,81.30864,2.572225896,3.347043061,3.197996473,-0.820980552,-0.798507696,2.325581395,1.523880024,1.54329811,3.454423172,3.406171512,4.655251469,25.59413684,25.961872,4.955026273,2.67896462,4.172847624,0,0,1.877937165,3.489818573,0,0,5.053151852,3.381844653,2.84E-14,0,-33.33333333,-33.33333333,-0.104525975,-82.60119789,10,5.580993179,1.454411411,6.507369756,2.251291799,7.023715634,0,A
13,75.318312,73.03382666,2.508337111,3.324490899,3.188820474,-0.673344553,-0.653926467,2,1.738710248,1.785070481,3.080682167,3.008028527,4.631373297,22.108232,22.43349187,4.955268844,2.909629575,4.217151991,0,0,2.024193067,3.526654599,0,0,4.159273632,3.347620781,0,0,-50,-50,-0.129604189,-86.42949271,140.3982133,5.38932284,1.362331026,5.59916748,2.397895273,5.92429461,0,A
14,74.13219333,74.03442601,2.312314343,3.214209945,3.084720376,-0.597837001,-0.597837001,-2.06E-14,1.508511994,1.517322624,3.310042669,3.294650322,4.685963347,18.74756154,18.41159102,4.932006603,3.374168709,4.547858819,0,0,2.317473705,3.724487882,0,0,4.315886832,3.512142276,0,0,-50,-50,-0.081778185,-79.98653556,193.720671,5.446543387,1.417284368,5.46129739,2.351375257,5.956133136,0,A
15,76.411966,75.2653,2.41114044,3.267756613,3.139694414,-0.776528789,-0.798507696,-2.222222222,1.202972304,1.208960346,3.76200295,3.743352894,4.683133695,21.52850226,21.64723636,4.948767409,3.123685638,4.362078997,0,0,1.982379829,3.54327548,0,0,4.090001813,3.367985247,0,0,-25,-50,-0.112726863,-80.18172226,193.7884953,5.245022069,1.429361319,5.395415508,2.525728644,5.48842771,0,A
16,72.27023,70.77261333,2.442139768,3.289296558,3.161226182,-0.544727175,-0.527632742,1.754385965,2.086913557,2.194999882,2.625070504,2.500929549,4.578968507,18.13693537,18.55409778,4.961092122,3.096482177,4.339119134,0,0,2.197224577,3.621938048,0,0,4.219875285,3.420673158,0,0,-33.33333333,-66.66666667,-1,-85.77726683,156.8084749,5.459457846,1.32394606,5.556142577,2.302585093,6.033456037,0,A
17,76.06506667,74.57345833,2.441617059,3.285139332,3.151552696,-0.673344553,-0.673344553,0,1.386294361,1.398716881,3.499121684,3.469399403,4.672644137,20.19407,20.334755,4.949796265,2.996232149,4.286753954,0,0,1.953027617,3.518980417,0,0,4.071417058,3.351832052,0,0,-50,-50,-0.095752423,-83.69750712,162.9274117,5.336335434,1.403874878,5.436060358,2.442347035,5.869588783,0,A
18,84.794944,83.36986999,2.435810414,3.274588802,3.14517946,-0.891598119,-0.891598119,0,1.178654996,1.184789985,3.878702873,3.85764331,4.680945927,21.76830369,21.85285185,4.947609867,2.832036181,4.168369198,0,0,1.835776355,3.464172181,0,0,3.944683788,3.307985,0,0,-50,-25,-0.052543085,-84.67875957,141.7298007,5.246813524,1.42705412,5.413606904,2.525728644,6.500972661,0,A
19,83.357456,82.21125999,2.411098275,3.262960822,3.09935149,-0.84397007,-0.84397007,0,1.115141591,1.115141591,3.971053483,3.962880147,4.69290956,23.32532,23.58642857,4.952786954,2.833213344,4.217151991,0,0,1.701105101,3.450304956,0,0,4.047078236,3.321793359,0,0,-50,-50,-0.100178317,-83.63357801,163.4936301,5.309306761,1.402804777,5.450356321,2.48490665,6.430779586,0,A
20,68.89764,68.28664001,2.361891198,3.244097668,3.094040344,-0.510825624,-0.510825624,0,2.550226116,2.610069793,2.061075043,2.002633099,4.639524439,12.05293148,12.46093692,4.968664399,3.868697881,4.931664234,0,0,2.803966258,4.017463518,0,0,4.67170671,3.731819205,0,0,-66.66666667,-66.66666667,-1,-72.95877053,265.7028979,5.603114635,1.427762819,5.478630142,2.251291799,6.01962639,0,A
21,68.706904,70.7057,2.07959203,3.083861232,3.03977005,-0.755022584,-0.755022584,-1.21E-14,1.425515074,1.420695788,3.416502694,3.444658427,4.726967441,24.3952,24.53859886,4.949024788,3.155296843,4.327834406,0,0,1.915450942,3.480008562,0,0,4.009784723,3.319806543,0,0,-50,-25,-0.053283318,-81.96734285,165.8920772,5.258848623,1.440663712,5.378853876,2.525728644,6.182012797,0,A
22,74.04173333,73.443832,2.360655994,3.240999743,3.089511395,-0.579818495,-0.579818495,0,2.002830439,2.065596135,2.747068634,2.676585836,4.63208606,19.52404148,19.81495208,4.955401275,3.416414347,4.604369866,0,0,2.450142657,3.816392774,0,0,4.664806084,3.599911619,0,0,-66.66666667,-33.33333333,-0.064061909,-79.96734579,203.8168517,5.623349413,1.387995853,5.757001379,2.197224577,6.646949357,0,A
23,57.0679248,49.825912,2.84734901,3.622790545,4.359008296,-0.072570693,0.182321557,29.34782609,2.263844265,2.469793012,2.251458443,1.951896329,4.395306263,16.21572286,15.548841,4.915129589,3.216071898,4.474719757,0,0,2.317473705,3.713328135,0,0,5.271434232,3.531494383,2.84E-14,0,-50,-100,-1,-82.40433744,10,5.714986145,1.130144045,6.487492233,1.609437912,6.167554778,0,A
24,74.76013143,73.36794,2.432928159,3.28143564,3.139022517,-0.653926467,-0.653926467,-2.18E-14,1.566530411,1.617406082,3.268150901,3.197812201,4.634136045,20.98562299,21.48688319,4.961712019,3.227637331,4.452950973,0,0,2.232162629,3.677565694,0,0,4.30250983,3.477695353,0,0,-33.33333333,-66.66666667,-1,-82.86800373,169.1615993,5.46713144,1.356841964,5.526214726,2.351375257,6.014140108,0,A
25,77.699665,68.59042667,2.9501719,3.596637905,3.527503836,-0.798507696,-0.733969175,6.818181818,1.302912752,1.358409158,3.672825299,3.51476162,4.553860391,25.11307056,25.64644914,4.959857291,2.349468679,3.970291914,0,0,1.574846468,3.245322995,0,0,4.450852826,3.117064559,1.42E-14,0,-25,-50,-0.097270587,-78.05624857,112.8616607,5.147232815,1.630777793,6.074584694,2.602689685,5.44344055,0,A
26,70.88921524,69.27520762,2.452211923,3.296893532,3.19604866,-0.597837001,-0.562118918,3.703703704,1.838961071,1.900613874,2.878462539,2.789141265,4.614587235,17.91351467,17.59427682,4.932078501,2.983659692,4.24792365,0,0,2.059238834,3.527830033,0,0,4.025619512,3.337192052,0,0,-50,-50,-0.154564283,-85.49170803,146.0335931,5.332428896,1.391085707,5.441559955,2.442347035,5.758310429,0,A
27,69.140072,67.96962667,2.413271481,3.275052104,3.121948634,-0.510825624,-0.510825624,0,1.8017098,1.845300236,2.941383081,2.884502508,4.645952296,21.64658237,22.07892676,4.958968784,3.51244056,4.679720917,0,0,2.520112906,3.854393893,0,0,4.780257304,3.633498871,0,0,-33.33333333,-33.33333333,-0.060532321,-77.60388614,206.5695503,5.640824925,1.433784106,5.805208356,2.197224577,5.883743328,0,A
28,78.44085,77.89266801,2.355953522,3.236738921,3.090321691,-0.820980552,-0.820980552,1.29E-14,1.115141591,1.111857515,3.901304322,3.899123413,4.698456973,20.9163521,20.76002358,4.939512592,3.321793359,4.498364182,0,0,1.927164106,3.559055466,0,0,4.195019116,3.394340594,0,0,-50,-50,-0.082413054,-76.50896607,242.7065981,5.246655583,1.445410583,5.38639539,2.564949357,5.392840233,0,A
29,80.243248,79.32454001,2.390477648,3.254113466,3.113094696,-0.84397007,-0.820980552,2.380952381,1.08180517,1.085189268,3.970398089,3.955788391,4.686950727,21.16772585,21.09970714,4.942557771,3.16463081,4.394078716,0,0,1.982379829,3.560477739,0,0,4.114228886,3.387267476,0,0,-25,-50,-0.114987466,-79.91493621,205.735839,5.251749731,1.418526775,5.390030153,2.564949357,5.945928899,0,A
30,72.18224,70.91236,2.42213368,3.277560179,3.157086238,-0.616186139,-0.579818495,3.773584906,1.796747011,1.976854953,2.934829409,2.722653994,4.497689135,17.4437719,17.54017161,4.948775285,3.14458322,4.373994463,0,0,2.189416395,3.62912945,0,0,4.148043295,3.425076655,0,0,-75,-50,-0.143802128,-83.5991575,166.0068257,5.393991117,1.373999881,5.44790858,2.397895273,5.981887498,0,A
31,69.94285714,69.39850001,2.355590848,3.239855433,3.090372712,-0.446287103,-0.430782916,1.587301587,2.266957915,2.329227024,2.408303815,2.341443488,4.633691561,17.55268772,17.704576,4.950990503,3.508855256,4.676373945,0,0,2.526528324,3.855452654,0,0,4.795625243,3.634027203,0,0,-33.33333333,-33.33333333,-0.059737157,-77.94847013,208.7206973,5.656131661,1.432039755,5.8245298,2.197224577,6.199760385,0,A
32,68.06849829,69.04623601,2.19969511,3.149111498,3.116230709,-0.755022584,-0.776528789,-2.173913043,1.199964783,1.199964783,3.707184886,3.722463576,4.714726976,24.12588919,24.60329555,4.958839088,3.188828904,4.347305782,0,0,1.912501087,3.48676327,0,0,3.997191018,3.317815773,0,0,-50,-25,-0.061151607,-80.39477491,176.6542477,5.168379509,1.447296249,5.350930625,2.602689685,5.716569501,0,A
33,59.84485333,57.724248,2.494906924,3.342693848,3.214631554,-0.162518929,-0.116533816,4.761904762,2.577941516,2.643333886,1.961665503,1.878999616,4.612816561,14.52797447,14.71894667,4.954164079,3.543564623,4.724995579,0,0,2.587764035,3.895080285,0,0,4.9904666,3.683112859,0,0,-66.66666667,-66.66666667,-1,-78.02288916,218.9613538,5.766882462,1.405712499,5.966192861,2.140066163,6.152641412,0,A
34,64.40028844,63.57325467,2.382046134,3.259478294,3.12381943,-0.287682072,-0.274436846,1.351351351,2.199444334,2.2300144,2.455868022,2.41560423,4.660446662,21.06522084,21.05797413,4.944603309,3.39785848,4.612741451,0,0,2.477378383,3.824065727,0,0,5.046195469,3.63771773,0,0,-66.66666667,-66.66666667,-1,-77.44947245,10,5.723911846,1.423856319,6.128016351,2.079441542,6.180524401,0,A
35,68.09856,64.37500572,2.619113647,3.408491786,3.462080525,-0.510825624,-0.446287103,6.779661017,2.047692843,2.136530509,2.612296283,2.474717477,4.565690017,17.15605951,16.88627428,4.933588675,3.040227513,4.301629698,0,0,2.140066163,3.587400285,0,0,4.130756848,3.388956095,0,0,-50,-50,-0.131689844,-86.64447487,152.3425359,5.442049677,1.348388469,5.495034535,2.302585093,5.878225191,0,A
36,75.744592,74.34863772,2.433258405,3.280712617,3.161501888,-0.673344553,-0.653926467,2,1.32972401,1.350667183,3.553967728,3.513290553,4.662462191,18.64119421,18.76870762,4.949706822,3.018471761,4.281930018,0,0,2.033397603,3.540379446,0,0,4.035390419,3.355676866,0,0,-50,-50,-0.098740077,-83.73871914,160.6175839,5.312910369,1.398494835,5.414636868,2.48490665,5.980504923,0,A
37,75.84133333,74.70486857,2.410224838,3.267674334,3.146821854,-0.673344553,-0.673344553,0,1.410986974,1.427916036,3.442523098,3.41021937,4.670173146,17.98247699,18.08700453,4.948978406,3.096934154,4.335458999,0,0,2.038619547,3.549617387,0,0,4.072269355,3.364706273,0,0,-50,-50,-0.104462644,-81.93292115,185.3650901,5.298617322,1.396136738,5.405813104,2.48490665,5.907973751,0,A
38,92.222956,88.85285334,2.593021069,3.346601848,3.211751321,-0.94160854,-0.94160854,0,1.036736885,1.022450928,4.181903463,4.177394418,4.696318394,25.14955956,25.41559733,4.952351747,2.028148247,3.986944932,0,0,1.300191662,3.316728225,0,0,4.139238256,3.24376354,0,0,-75,-50,-0.145904462,-86.38145539,151.3503881,5.379505572,1.370637112,5.652461031,2.442347035,6.983399445,0,A
39,92.15692952,88.50152444,2.61413542,3.357532559,3.198040679,-0.916290732,-0.94160854,-2.564102564,1.022450928,1.00795792,4.204054226,4.198684131,4.695525473,25.24696,25.64010614,4.955874532,2.008214032,3.985459324,0,0,1.291983682,3.313822302,0,0,4.141148628,3.241615312,0,0,-50,-50,-0.146237314,-86.26494331,151.4529353,5.377197861,1.372117333,5.652791743,2.442347035,6.989859971,0,A
40,93.03853067,88.40725123,2.683161664,3.392141511,3.221532598,-0.916290732,-0.916290732,0,1.004301609,0.982078472,4.240744789,4.239040033,4.698908054,25.39651733,25.72264392,4.953949794,1.983756292,3.977436144,0,0,1.249901736,3.310543013,0,0,4.112348187,3.24102863,0,0,-50,-50,-0.149664751,-86.40902584,150.5681041,5.368193181,1.366561545,5.628363227,2.442347035,6.984209242,0,A
41,92.468052,88.28452334,2.652081338,3.376769386,3.216587302,-0.916290732,-0.94160854,-2.564102564,1.026041596,1.00795792,4.20157177,4.197716291,4.69692264,25.298248,25.74500667,4.957343558,2.004179057,3.987501467,0,0,1.289232648,3.314549575,0,0,4.155518053,3.242592351,0,0,-75,-50,-0.145129455,-86.21210007,153.6444059,5.385847359,1.374102472,5.664608344,2.442347035,6.981387726,0,A
42,92.22566413,88.42837221,2.624472335,3.362773,3.205954069,-0.916290732,-0.94160854,-2.564102564,1.029619417,1.01523068,4.194719873,4.186566732,4.692957341,25.3776,25.61347778,4.951444312,1.998773639,3.988798844,0,0,1.289232648,3.314186005,0,0,4.169683919,3.24239702,0,0,-75,-50,-0.144287652,-86.14407463,156.1194543,5.394127421,1.376214098,5.676928194,2.442347035,6.971419033,0,A
43,81.395624,70.19620952,3.053973562,3.650943303,3.617026607,-0.820980552,-0.713349888,11.62790698,1.101940079,1.160020917,3.951741031,3.750207306,4.515134882,21.166368,20.75426667,4.93088893,2.233235015,4.097173889,0,0,1.420695788,3.221272949,0,0,4.245204118,3.099416385,0,0,-50,-50,-0.126723439,-85.72733305,148.7794344,5.42580868,1.379899731,5.65992404,2.564949357,6.431970468,0,A
44,81.71776,69.73544534,3.090238251,3.674141143,3.824662954,-0.798507696,-0.713349888,9.090909091,1.10856262,1.150572028,3.946238032,3.75980745,4.528898166,21.28516,20.85529387,4.930364651,2.131796772,4.02123609,0,0,1.363537374,3.169685581,0,0,3.858727708,3.268237254,0,0,-50,-50,-0.144793235,-89.28583984,106.2979541,5.262016387,1.31982946,5.328097722,2.602689685,6.394545316,0,A
45,81.60018667,78.55147111,2.568689704,3.349479603,3.214472125,-0.776528789,-0.776528789,1.23E-14,1.526056303,1.545432582,3.417851318,3.371278335,4.656768355,24.61349905,25.19554649,4.961545104,2.570319528,4.036185648,0,0,1.778336449,3.405189403,0,0,4.721529987,3.267665989,0,0,-33.33333333,-33.33333333,-0.07217038,-83.2594342,124.9158559,5.439209105,1.478329605,6.328282999,2.397895273,6.351208544,0,A
46,78.94969,77.57943999,2.431000296,3.276666931,3.153761863,-0.776528789,-0.755022584,2.222222222,1.420695788,1.442201993,3.490256319,3.451743831,4.664411656,20.88457667,21.11441021,4.95265325,2.888147063,4.206779992,0,0,1.924248652,3.494080376,0,0,3.996731733,3.326294222,0,0,-50,-50,-0.162284972,-85.14919742,144.0249942,5.298967155,1.392704419,5.433564426,2.48490665,5.924676814,0,A
47,73.327392,71.87714286,2.438011489,3.285768386,3.218846083,-0.616186139,-0.579818495,3.773584906,1.506297154,1.539015448,3.303588155,3.241082906,4.641595029,18.670052,18.01753479,4.919649087,3.061520014,4.319752215,0,0,2.095560924,3.584906864,0,0,4.11144747,3.39802569,0,0,-75,-50,-0.145615517,-84.50838566,158.7281399,5.381416936,1.365527502,5.455971188,2.442347035,6.07221678,0,A
48,80.96693333,79.9098217,2.403073807,3.260299931,3.117566657,-0.820980552,-0.820980552,-2.58E-14,1.071583616,1.075002423,3.996265216,3.980179443,4.685591954,21.55073333,21.46659028,4.942064462,2.892591515,4.22566518,0,0,1.691939134,3.432696049,0,0,3.977436144,3.298056623,0,0,-60,-60,-0.15130119,-83.31966814,188.5862145,5.21216017,1.369221737,5.386169832,2.602689685,5.767909059,0,A
49,81.3326,79.69012572,2.454659987,3.287326537,3.130018565,-0.84397007,-0.820980552,2.380952381,1.115141591,1.118414916,3.930108434,3.910863702,4.682647189,20.98802095,21.13053524,4.949671293,2.896464272,4.221270856,0,0,1.743968805,3.444256871,0,0,3.968592357,3.301561191,0,0,-50,-50,-0.123912666,-83.47955826,184.356976,5.214038616,1.372183952,5.384899024,2.602689685,5.790550212,0,A
50,78.84061454,75.854936,2.563847099,3.351261853,3.223046822,-0.755022584,-0.733969175,2.173913043,1.479329227,1.508511994,3.410756325,3.348430177,4.641996999,20.44619117,20.7973102,4.957001178,2.66792241,4.053522568,0,0,1.757857918,3.380314171,0,0,3.838484102,3.227637331,0,0,-50,-50,-0.115127792,-85.79710047,138.1117401,5.192373347,1.405731235,5.409319396,2.564949357,5.740797154,0,A
51,86.68175,82.85083428,2.626906356,3.373183995,3.215906416,-0.916290732,-0.891598119,2.564102564,1.098612289,1.088561953,4.037420079,4.022583359,4.686757827,24.67809857,25.19418571,4.959628384,2.321406847,3.985087576,0,0,1.360976553,3.288401888,0,0,3.877017396,3.193763124,0,0,-50,-25,-0.05944455,-84.56249595,144.1434446,5.176488658,1.451443396,5.440157577,2.602689685,5.921891078,0,A
52,80.732992,77.21628001,2.603926845,3.371003468,3.220807064,-0.798507696,-0.820980552,-2.272727273,1.184789985,1.184789985,3.85656974,3.828773487,4.674691081,24.37439086,24.94751384,4.961451158,2.550226116,4.074821896,0,0,1.515127233,3.333632062,0,0,3.937495801,3.220075105,0,0,-50,-50,-0.114689421,-83.52500052,151.0641044,5.199297816,1.432336659,5.44411726,2.564949357,5.653097789,0,A
53,81.17886,78.82601599,2.513886321,3.319628911,3.217343883,-0.84397007,-0.84397007,0,1.111857515,1.115141591,3.952545267,3.927253888,4.677059803,22.99929818,23.19709905,4.950953013,2.618125494,4.043402083,0,0,1.591273942,3.344274234,0,0,3.824284091,3.215670694,0,0,-60,-60,-0.158696572,-84.9080267,158.3877039,5.143358027,1.405757111,5.390864993,2.63905733,5.350170671,0,A
54,75.75284334,74.66402001,2.405937694,3.265342487,3.136329051,-0.755022584,-0.733969175,2.173913043,1.300191662,1.313723668,3.594700175,3.566803456,4.674427327,18.777928,18.91280387,4.949949309,3.262701304,4.449568454,0,0,2.188295947,3.635742356,0,0,4.151197374,3.426215145,0,0,-50,-25,-0.055471732,-79.10828802,209.0358846,5.267084664,1.431591424,5.388319266,2.525728644,5.647449353,0,A
55,70.86271758,69.25291637,2.451849673,3.296705394,3.150498286,-0.544727175,-0.544727175,0,2.131796772,2.174751721,2.552321879,2.496746474,4.645710862,17.08526275,17.66187767,4.968593565,3.105931066,4.335458999,0,0,2.173614712,3.599774979,0,0,4.105614154,3.392997185,0,0,-75,-50,-0.14590872,-84.30293221,155.8467123,5.368496201,1.367204917,5.445288646,2.397895273,5.525435835,0,A
56,80.77057143,77.76523,2.565360152,3.348941499,3.214994691,-0.84397007,-0.84397007,0,1.10856262,1.10856262,3.949171652,3.922333804,4.675627489,22.5409277,22.75673,4.951641688,2.621038824,4.055083848,0,0,1.547562509,3.334345075,0,0,3.838914534,3.210843653,0,0,-40,-60,-0.162826671,-83.86717663,157.7279008,5.112048028,1.414658122,5.390368737,2.63905733,5.337203462,0,A
57,77.45534667,76.47248833,2.396335724,3.258891519,3.13414514,-0.755022584,-0.733969175,2.173913043,1.439835128,1.467874348,3.437696224,3.389960715,4.655709349,19.51557515,19.26789978,4.9357711,2.94811642,4.237867539,0,0,1.972691172,3.511843902,0,0,4.00113218,3.334879501,0,0,-50,-50,-0.101430165,-84.07518576,155.088989,5.288822432,1.395235369,5.415671318,2.525728644,5.878112709,0,A
58,77.24623667,76.50822286,2.373790138,3.246769028,3.093754507,-0.693147181,-0.693147181,2.27E-14,1.337629189,1.345472367,3.535750568,3.520782918,4.686471751,16.38511333,16.67470266,4.957353586,3.531640678,4.655007421,0,0,2.489894191,3.819030139,0,0,4.36462612,3.571080793,0,0,-50,-50,-0.084908384,-77.00437774,225.4062383,5.43297937,1.430857613,5.421863374,2.397895273,6.415560233,0,A
59,77.019016,76.79043801,2.325185567,3.220814885,3.080008353,-0.693147181,-0.693147181,2.27E-14,1.381281819,1.391281903,3.477588785,3.463742456,4.687497272,16.498,16.63710714,4.950833734,3.535436857,4.657477966,0,0,2.48240352,3.815512105,0,0,4.366595688,3.569673532,0,0,-50,-50,-0.085131017,-76.90722778,227.0150116,5.432061237,1.430932179,5.421953997,2.397895273,6.413980778,0,A
60,76.87474667,76.18085714,2.369672506,3.244713764,3.083261973,-0.693147181,-0.673344553,2.040816327,1.504077397,1.521698998,3.317424609,3.292633396,4.677111844,16.18747429,16.58999086,4.962397904,3.533102453,4.656338473,0,0,2.479894108,3.814189645,0,0,4.36792771,3.568828223,0,0,-50,-50,-0.084658235,-76.98714245,225.6307461,5.435052995,1.43178027,5.423956901,2.397895273,6.419407109,0,A
61,77.30162667,76.68129572,2.362770178,3.240802602,3.09321649,-0.693147181,-0.693147181,2.27E-14,1.181727195,1.184789985,3.750094477,3.741988309,4.692935774,16.54509806,16.80133863,4.955814943,3.606855619,4.707094806,0,0,2.530517161,3.84310156,0,0,4.392038845,3.588368273,0,0,-75,-50,-0.088922086,-75.21006619,249.1570637,5.410663426,1.432670821,5.406716397,2.397895273,6.337242528,0,A
62,77.28226667,76.56464001,2.371889737,3.245724978,3.091253185,-0.693147181,-0.693147181,2.27E-14,1.226712291,1.232560261,3.683780779,3.670546499,4.688144624,16.217472,16.43963172,4.954554548,3.571221411,4.68203863,0,0,2.512846018,3.832546804,0,0,4.376825633,3.580180037,0,0,-75,-50,-0.08743093,-76.01743665,238.6352853,5.41814276,1.430592509,5.412104972,2.397895273,6.377897097,0,A
63,75.69062333,74.59893714,2.406195836,3.265532008,3.13878829,-0.634878272,-0.616186139,1.923076923,1.619388243,1.648658626,3.202959598,3.15928761,4.659144624,19.91061553,20.12706678,4.952558725,3.2120526,4.433669868,0,0,2.231089091,3.666633845,0,0,4.284207059,3.465423354,0,0,-33.33333333,-66.66666667,-1,-83.47354962,165.4553936,5.463450376,1.349639967,5.529704295,2.351375257,6.025841058,0,A
64,73.39955,72.51208201,2.387612402,3.256589024,3.09760202,-0.713349888,-0.713349888,0,1.327075001,1.337629189,3.516142952,3.495913438,4.681538876,17.05305842,17.35284125,4.957287127,3.466672964,4.592084946,0,0,2.391511302,3.742183226,0,0,4.2698373,3.500590126,0,0,-50,-50,-0.102528349,-76.48270544,232.6438493,5.316206399,1.433065071,5.389222816,2.48490665,5.421587252,0,A
65,71.33479429,68.92774666,2.518264668,3.336695803,3.238464586,-0.634878272,-0.616186139,1.923076923,1.430311247,1.472472057,3.352822464,3.273238352,4.62568524,16.3800845,16.40510769,4.945935377,3.060114532,4.294560609,0,0,2.029463172,3.519868911,0,0,4.010147403,3.328447461,0,0,-50,-50,-0.118570514,-82.41484229,187.7329154,5.230386431,1.392552339,5.386665443,2.564949357,5.633822793,0,A
