Row,AP1Amplitude,AP2Amplitude,AP12AmplitudeDrop,AP12AmplitudeChangePercent,AP1SSAmplitudeChange,AP1WidthHalfHeight,AP2WidthHalfHeight,AP12HalfWidthChangePercent,AP1WidthPeakToTrough,AP2WidthPeakToTrough,AP1RateOfChangePeakToTrough,AP2RateOfChangePeakToTrough,AP12RateOfChangePeakToTroughPercentChange,AP1AHPDepth,AP2AHPDepth,AP12AHPDepthPercentChange,AP1DelayMean,AP2DelayMean,AP1DelaySD,AP2DelaySD,AP1DelayMeanStrongStim,AP2DelayMeanStrongStim,AP1DelaySDStrongStim,AP2DelaySDStrongStim,Burst1ISIMean,Burst1ISIMeanStrongStim,Burst1ISISD,Burst1ISISDStrongStim,InitialAccommodationMean,SSAccommodationMean,AccommodationRateToSS,AccommodationAtSSMean,AccommodationRateMeanAtSS,ISIMedian,ISICV,ISIBurstMeanChange,SpikeRateStrongStim,InputResistance,PCA1_Cluster,Cluster
178,80.70670743,70.121536,3.024570983,3.634089142,3.500887532,-0.755022584,-0.713349888,4.347826087,1.291983682,1.327075001,3.691424093,3.55450421,4.573439673,22.52234857,23.97668706,4.989798729,2.045108863,3.636005965,0,0,1.272565596,2.987195943,0,0,3.580040674,2.888703701,0,0,-40,-20,-0.069173036,-87.89197619,118.7393775,4.849527134,1.454887458,5.541359173,2.803360381,5.230363726,0,A
179,77.01109236,63.04886545,3.176478712,3.758449656,3.6659217,-0.713349888,-0.673344553,4.166666667,1.32972401,1.413423029,3.593585631,3.347525902,4.472447132,21.3014703,22.26559454,4.976565674,2.075684493,3.733135545,0,0,1.247032294,2.949164638,0,0,3.517794529,2.849549763,0,0,-50,-50,-0.188160915,-85.25587878,107.9180731,4.814660961,1.513968625,5.338898025,2.917770732,5.15746208,0,A
180,89.81984667,80.22713993,2.975157392,3.567606432,3.432505514,-0.916290732,-0.916290732,-1.42E-14,1.075002423,1.057790294,4.125933921,4.074881939,4.653400541,27.766592,28.51870222,4.963950502,1.941615225,6.257590957,0,0,1.226712291,3.272985151,0,0,5.986464568,3.234749174,5.68E-14,0,0,100,0.194276611,-4.61E-08,10.00000016,5.720426524,1.636258528,5.031048465,2.564949357,5.977445437,0,A
181,85.002116,76.6225,2.911242224,3.544138863,3.389749419,-0.84397007,-0.820980552,2.380952381,1.181727195,1.190887565,3.896786167,3.802995766,4.613751137,24.029172,23.760336,4.9368506,2.034705648,3.825811309,0,0,1.235471471,3.08236858,0,0,4.056123349,2.991222118,0,0,-50,-25,-0.090132314,-81.90484367,105.1521674,5.042844303,1.590850165,5.78098018,2.772588722,5.275399508,0,A
182,74.04822667,66.95358557,2.838765028,3.536102651,3.419957798,-0.562118918,-0.494296322,7.142857143,1.719188776,1.81319475,3.027939364,2.849199481,4.530442089,15.96996513,16.53176857,4.969586988,2.341805806,3.775515761,0,0,1.521698998,3.087855562,0,0,3.552343552,2.949426521,0,0,-40,-40,-0.128990648,-88.53401863,125.3843115,4.983949029,1.416277596,5.398752861,2.740840024,5.345793338,0,A
183,83.56486857,75.61588,2.887533766,3.534098137,3.39832402,-0.755022584,-0.755022584,2.41E-14,1.264126727,1.286474026,3.749489803,3.642024268,4.600812905,21.84359063,21.76696,4.942347349,2.054123734,3.76026945,0,0,1.280933845,3.053529372,0,0,3.688504384,2.958808919,0,0,-40,-40,-0.183722212,-86.56853054,103.0248492,4.998900038,1.508173461,5.48198198,2.803360381,5.239335844,0,A
184,80.827577,75.17871621,2.750398121,3.457594141,3.317850758,-0.673344553,-0.693147181,-2,1.196948189,1.217875709,3.798153282,3.713755827,4.62223417,19.93164357,20.03921674,4.948683647,2.191653532,3.708927149,0,0,1.266947603,2.993229143,0,0,3.479392229,2.896740324,0,0,-50,-33.33333333,-0.146006716,-89.17990586,122.1581431,4.844738116,1.436838067,5.367025598,2.862200881,5.091836361,0,A
185,82.19698667,62.51521285,3.390533181,3.885604773,3.837292409,-0.798507696,-0.544727175,29.54545455,1.181727195,1.313723668,3.843161909,3.430529449,4.323474138,21.02357882,18.7937327,4.866327057,2.014903021,4.979901135,0,0,1.2753628,3.038791763,0,0,5.283356001,3.160822893,2.84E-14,0,-33.33333333,-33.33333333,-0.084847868,-44.70835679,10,5.482616134,1.936820829,5.667494999,2.708050201,5.755501435,0,A
186,76.40045455,59.31773333,3.298895931,3.852510595,3.774576125,-0.713349888,-0.634878272,8.333333333,1.294727168,1.383791231,3.666846553,3.381288096,4.436845513,24.63959879,25.624064,4.972898807,2.014903021,3.726897521,0,0,1.241268589,2.958030406,0,0,3.651696663,2.877511642,0,0,-40,-40,-0.172719029,-85.76272778,79.20904915,4.88401331,1.543478853,5.479095176,2.862200881,4.976241817,0,A
187,79.61710628,73.49648457,2.780099304,3.479371066,3.342039315,-0.713349888,-0.693147181,2.083333333,1.528227857,1.553925203,3.363097167,3.27686607,4.619485932,21.02425714,21.59097486,4.963858674,2.282382386,3.801091445,0,0,1.456286733,3.119718253,0,0,3.63942657,2.993730271,0,0,-40,-40,-0.109974706,-87.12379432,107.9735272,5.006158622,1.486778447,5.43530663,2.708050201,5.603515047,0,A
188,86.19170667,78.75391909,2.858639551,3.507989764,3.382644953,-0.84397007,-0.867500568,-2.380952381,1.061256502,1.057790294,4.072916054,4.027489861,4.658541112,22.91415111,24.8714283,5.00388807,2.073171929,3.719651113,0,0,1.196948189,3.043569603,0,0,3.532956371,2.955430977,0,0,-50,-50,-0.193543392,-87.91991791,121.5318127,4.876494192,1.444442443,5.374505002,2.862200881,5.440128075,0,A
189,77.52044,71.19264,2.792869176,3.493913067,3.368796306,-0.634878272,-0.597837001,3.846153846,1.60743591,1.678963975,3.226641967,3.077757243,4.560121622,19.01724857,19.10147,4.947996537,2.355177543,3.827336197,0,0,1.560247668,3.162093811,0,0,3.688629423,3.02431973,0,0,-50,-25,-0.107884176,-88.30969439,108.8562376,5.079477043,1.457355738,5.474230318,2.674148649,5.348690952,0,A
190,80.82079,75.740085,2.713416112,3.435216321,3.332585463,-0.755022584,-0.733969175,2.173913043,1.178654996,1.193922468,3.833344522,3.759994468,4.632504533,20.91713,20.74074833,4.938826314,2.276241118,3.758172281,0,0,1.30833282,3.03783345,0,0,3.517497837,2.929859529,0,0,-50,-50,-0.141908384,-87.45722495,128.9247148,4.827713557,1.449149371,5.363381169,2.862200881,2.392861739,0,A
191,82.61525829,75.513872,2.839159529,3.50698204,3.362103802,-0.776528789,-0.755022584,2.222222222,1.2753628,1.300191662,3.730957902,3.623583404,4.600849784,22.43989531,21.86530909,4.92644889,2.083184528,3.759337918,0,0,1.313723668,3.055415276,0,0,3.672750072,2.955691224,0,0,-40,-40,-0.109613066,-86.43368697,102.9467318,4.984017496,1.506834319,5.473741715,2.772588722,5.362965971,0,A
192,86.1017125,76.52495799,2.974342868,3.580022517,3.414521235,-0.84397007,-0.820980552,2.380952381,1.269760545,1.280933845,3.781158308,3.690736571,4.616633253,23.63735592,25.06836158,4.987049593,2.029463172,3.940999114,0,0,1.302912752,3.118834471,0,0,4.503026712,3.028925241,0,0,-50,-50,-0.139512821,-77.76858486,97.43975762,5.164814545,1.652288727,6.09394639,2.708050201,5.364013876,0,A
193,50.937382,50.07448,2.385353498,3.275096862,3.391849045,0.198850859,0.223143551,2.479338843,1.818076778,1.845300236,2.542902374,2.500491293,4.658646123,9.51989,9.560121599,4.947852708,3.35585128,4.161847435,0,0,2.42568729,3.378610883,0,0,3.591404433,2.958289978,0,0,-60,-40,-0.080708622,-94.1412248,171.989087,5.226337897,1.232442571,5.363812531,3.218875825,6.616937428,0,A
194,74.986248,74.970178,2.304190804,3.20976133,3.265262992,-0.693147181,-0.713349888,-2.040816327,1.202972304,1.202972304,3.777414195,3.778587401,4.701571937,24.5114819,24.64708684,4.948779535,2.678278043,3.679081612,0,0,1.793424749,2.97603964,0,0,3.238090044,2.660259537,0,0,-33.33333333,-33.33333333,-0.136087749,-88.12721237,80.33938224,4.662022998,1.588126,5.38500652,3.970291914,6.649762479,0,A
195,56.60032029,56.51948771,2.310635856,3.214649114,3.11365116,-0.030459207,-0.040821995,-1.041666667,2.032087845,2.065596135,2.43265395,2.397616248,4.665564058,12.27920071,12.35936797,4.949485938,4.001863709,4.777609743,0,0,3.0194488,3.844600329,0,0,4.199004833,3.327191968,0,0,-60,-40,-0.077875555,-62.7521179,218.0616228,4.940927882,1.717722138,5.356836324,2.772588722,6.679708739,0,A
196,63.731462,63.53279,2.322257516,3.221411619,3.269923347,-0.328504067,-0.314710745,1.408450704,1.627277831,1.637053079,3.043232546,3.030389678,4.68822406,17.95782063,18.04714956,4.948383771,3.066656612,4.006969483,0,0,2.17588744,3.252310601,0,0,3.525772116,2.887868628,0,0,-33.33333333,-33.33333333,-0.101474423,-80.89679049,111.9740811,4.636959508,1.60528389,5.359193905,3.761200116,6.62832857,0,A
197,64.29292031,64.133268,2.31842422,3.218878325,3.203109158,-0.400477567,-0.385662481,1.515151515,1.587192303,1.593308531,3.042205658,3.033672757,4.692335959,13.31804103,13.378414,4.948070694,3.50134433,4.302712828,0,0,2.498973907,3.403860499,0,0,3.696599577,2.932259851,0,0,-28.57142857,-42.85714286,-0.104682811,-65.45978276,194.3314023,4.463491408,1.75098542,5.321624628,3.663561646,5.965588203,0,A
198,65.7778,65.15099667,2.363379426,3.246672005,3.220925376,-0.385662481,-0.385662481,0,1.633154439,1.637053079,3.079805124,3.073679972,4.69464459,19.72935,20.22127768,4.962445388,3.149311361,4.085303818,0,0,2.224623552,3.293612171,0,0,3.596764165,2.921547375,0,0,-33.33333333,-33.33333333,-0.100543943,-78.70352534,124.9281374,4.658900508,1.620300385,5.349673426,3.555348061,6.492851714,0,A
199,71.603312,71.37497333,2.325162169,3.221697293,3.217482461,-0.579818495,-0.579818495,2.02E-14,1.435084525,1.437462648,3.428159064,3.423488105,4.69609226,23.820218,23.88572667,4.946804451,2.979094632,3.947776175,0,0,2.069391206,3.18138162,0,0,3.505557397,2.838200886,0,0,-50,-50,-0.180642364,-84.23190371,103.7239443,4.770684624,1.550603238,5.385416594,3.314186005,6.761181866,0,A
200,47.69829429,51.59523933,1.808789458,2.808302936,3.031792055,-0.061875404,-0.139262067,-7.52688172,1.998773639,1.965712776,2.413875665,2.517625278,4.80407398,17.23221857,18.39534035,4.99178699,3.777348102,4.566429358,0,0,2.834976495,3.685624161,0,0,4.027403156,3.170315634,0,0,-33.33333333,-33.33333333,-0.064882401,-62.54145264,203.2932852,4.75272775,1.781053586,5.393842767,3.218875825,6.505353745,0,A
201,64.58975733,64.438324,2.31761491,3.218323528,3.191113238,-0.314710745,-0.314710745,0,1.593308531,1.595338988,3.145407565,3.141310187,4.696588308,22.54847515,22.54891333,4.944862112,3.203559121,4.146937012,0,0,2.271094426,3.342861805,0,0,3.680721266,2.972719499,0,0,-50,-33.33333333,-0.123237701,-79.17069889,124.6524341,4.767118953,1.602185239,5.365302236,3.36729583,6.560319977,0,A
202,62.93530114,62.651092,2.330609626,3.226976196,3.243256908,-0.314710745,-0.314710745,0,1.658228077,1.669591835,2.982083421,2.968135614,4.687127485,16.66242786,16.8926,4.954635671,3.164208424,4.079230924,0,0,2.240709689,3.288028684,0,0,3.584351925,2.911807039,0,0,-33.33333333,-50,-0.147423045,-79.6854544,121.3655548,4.669927433,1.596245725,5.358990116,3.569532696,6.446007647,0,A
203,84.127632,84.10503,2.304842742,3.209980725,3.130974563,-0.84397007,-0.84397007,0,1.247032294,1.235471471,3.839725186,3.852708962,4.712548677,28.74384,28.42908333,4.93702104,2.926917958,3.886705197,0,0,1.997417706,3.131573496,0,0,3.866816413,2.839663088,0,0,-50,-25,-0.090942161,-88.5504728,101.4026402,5.065155045,1.507463979,5.857954752,2.602689685,7.117063851,0,A
204,68.35607273,67.98744333,2.338784843,3.230449411,3.307287706,-0.46203546,-0.446287103,1.612903226,1.534714366,1.534714366,3.231150997,3.228635619,4.69809975,20.12785198,20.26504608,4.94968962,2.980110893,3.937885665,0,0,2.085672091,3.185112195,0,0,3.447126314,2.828496354,0,0,-28.57142857,-28.57142857,-0.104984121,-80.12915308,114.3316114,4.526343405,1.629842855,5.339987208,3.891820298,6.390421964,0,A
205,61.237225,61.03511867,2.322594202,3.222141712,3.231692817,-0.248461359,-0.235722334,1.298701299,1.652497402,1.660131027,2.999700805,2.988769869,4.690024801,19.27838456,19.31374473,4.946153364,3.136797714,4.073971772,0,0,2.22028985,3.291010423,0,0,3.600457993,2.923699071,0,0,-33.33333333,-33.33333333,-0.132976955,-80.46494221,114.674462,4.707320555,1.603751766,5.3659692,3.663561646,6.384100046,0,A
206,69.91890667,69.91168191,2.303307308,3.209313263,3.184726455,-0.544727175,-0.527632742,1.754385965,1.398716881,1.398716881,3.48524723,3.482169901,4.697594625,26.55409809,26.25552857,4.936810464,3.020424886,3.983971505,0,0,2.113842968,3.213260086,0,0,3.55663295,2.864198884,0,0,-20,-40,-0.130157491,-84.24416113,103.1406536,4.836519974,1.553227949,5.40313605,3.157000421,6.706836203,0,A
207,74.844976,74.77352,2.309705284,3.212745646,3.253082966,-0.579818495,-0.579818495,0,1.319085611,1.316408234,3.621484568,3.623167061,4.70205202,24.8719513,24.75137538,4.941390626,2.780680892,3.782825067,0,0,1.924248652,3.078233495,0,0,3.35585128,2.750470917,0,0,-33.33333333,-50,-0.186455847,-86.70662635,86.28213043,4.724374433,1.570393944,5.390997658,3.737669618,6.776234222,0,A
208,63.53364267,63.44846,2.311067284,3.214298051,3.172921282,-0.223143551,-0.223143551,-2.81E-14,1.680827909,1.688249093,2.982770295,2.973613947,4.691713997,18.37079091,18.41212,4.946448792,3.428812549,4.333361463,0,0,2.481567749,3.494384096,0,0,3.845990035,3.098288862,0,0,-40,-20,-0.048594407,-73.83170144,151.3448147,4.806436159,1.638004633,5.362228016,3.091042453,6.887626322,0,A
209,79.817275,79.47371435,2.336364167,3.226136453,3.223876384,-0.776528789,-0.798507696,-2.222222222,1.342864803,1.342864803,3.651709531,3.648758077,4.697726024,26.42232848,26.44444982,4.945444199,2.892037037,3.884240624,0,0,1.983756292,3.141130476,0,0,3.57037741,2.837322537,0,0,-40,-40,-0.18175209,-88.22498143,85.50497786,4.912507816,1.525898362,5.515482731,2.917770732,7.375193942,0,A
210,61.53816571,61.10096572,2.345376347,3.237194831,3.212781319,-0.235722334,-0.248461359,-1.282051282,1.654411278,1.663926098,2.980115743,2.96717147,4.688086637,17.52093829,17.80881228,4.956478733,3.258481079,4.168678699,0,0,2.313525033,3.351656936,0,0,3.689629173,2.972719499,0,0,-50,-50,-0.182535047,-79.18205907,126.2896065,4.775630003,1.582535884,5.375025247,3.238678452,6.430107616,0,A
211,79.05081684,79.14536,2.293085802,3.204052271,3.104331551,-0.693147181,-0.673344553,2.040816327,1.398716881,1.396244692,3.580334573,3.580535234,4.700668015,27.35009588,26.92859,4.933814652,3.291010423,4.231930225,0,0,2.33698652,3.398192873,0,0,3.879912952,3.054472769,0,0,-25,-25,-0.060129398,-82.21264896,119.9546796,5.052960159,1.532346427,5.486043888,2.674148649,6.836943338,0,A
212,74.46922,73.99087429,2.349310814,3.234516173,3.137112325,-0.673344553,-0.693147181,-2,1.376244025,1.376244025,3.588220332,3.585789904,4.698208242,29.63294,29.8513948,4.950083427,3.307619035,4.243051882,0,0,2.364620484,3.413784497,0,0,3.899241671,3.061754069,0,0,-50,-50,-0.186171203,-82.70407526,119.7869975,5.078667704,1.500236436,5.498211295,2.63905733,6.581779854,0,A
213,73.90873333,73.660175,2.327137046,3.222391506,3.193937518,-0.616186139,-0.597837001,1.886792453,1.479329227,1.483874689,3.396674089,3.386046627,4.69048749,23.94228667,23.691585,4.93736494,3.030616675,4.003872659,0,0,2.128231706,3.231594597,0,0,3.686501629,2.911807039,0,0,-40,-40,-0.16620959,-86.87461362,94.80398474,4.98244156,1.515055549,5.515390648,2.740840024,7.200364343,0,A
214,73.68983429,73.55383,2.316093866,3.216324792,3.19524204,-0.597837001,-0.597837001,-2.06E-14,1.508511994,1.510721939,3.352392823,3.348243909,4.696572295,23.36014667,23.35428636,4.944669642,3.068982735,4.039184151,0,0,2.161021529,3.258096538,0,0,3.70117851,2.93385687,0,0,-40,-40,-0.169240533,-85.81451018,98.21317782,4.976871664,1.523289387,5.492498964,2.772588722,7.18278296,0,A
215,73.46191429,73.290065,2.31962403,3.218302543,3.1908309,-0.597837001,-0.597837001,-2.06E-14,1.528227857,1.532556868,3.320653432,3.312738922,4.693017345,22.84722026,22.76058441,4.942144748,3.110845081,4.075161743,0,0,2.193885676,3.283539338,0,0,3.712595981,2.95438931,0,0,-60,-40,-0.175453987,-84.49339922,103.4212682,4.962424962,1.531470258,5.467484293,2.772588722,7.159631147,0,A
216,73.78394933,73.82391667,2.298580352,3.20670503,3.18968048,-0.597837001,-0.597837001,0,1.488399584,1.490654376,3.383750069,3.378972702,4.69598545,23.90629333,23.66779571,4.93771977,3.041183536,4.013676659,0,0,2.13771045,3.239462458,0,0,3.694115721,2.918581214,0,0,-40,-40,-0.165995767,-86.64244009,95.56606181,4.983743599,1.517391497,5.512812401,2.740840024,7.19853557,0,A
217,73.66094286,73.290788,2.338931955,3.228994617,3.191053682,-0.597837001,-0.579818495,1.851851852,1.526056303,1.528227857,3.32607465,3.319443492,4.69422853,22.92305714,22.89752353,4.944054877,3.099641737,4.065602093,0,0,2.18492705,3.276389731,0,0,3.708436953,2.948640666,0,0,-40,-40,-0.174087131,-84.82343513,101.9656826,4.964800758,1.529511703,5.472829363,2.772588722,7.166778406,0,A
218,66.27573333,66.02969334,2.326891289,3.223782934,3.14121076,-0.544727175,-0.527632742,1.754385965,1.160020917,1.160020917,3.650752724,3.650398072,4.700149362,15.85723333,16.07337333,4.954506305,3.749268754,4.487624622,0,0,2.67896462,3.497718949,0,0,3.836437018,2.964499571,0,0,-42.85714286,-42.85714286,-0.087317434,-64.28510593,215.8939978,4.597389999,1.739300902,5.32601741,3.277144733,5.813113704,0,A
219,64.63118,64.80696857,2.284849892,3.197846451,3.131881388,-0.342490309,-0.328504067,1.428571429,1.386294361,1.393766376,3.283538184,3.273232102,4.690749007,12.37872769,12.14448052,4.93128326,3.971800209,4.689235561,0,0,2.928523524,3.689379329,0,0,4.02660091,3.10883772,0,0,-33.33333333,-33.33333333,-0.057018069,-58.93665464,240.3891598,4.69970734,1.809713111,5.327952101,3.135494216,6.306116055,0,A
220,63.560236,63.974255,2.260301719,3.182226852,3.1479966,-0.400477567,-0.400477567,0,1.625311262,1.633154439,3.041130323,3.031507144,4.691295051,17.74962,17.30695826,4.92693202,3.502549876,4.359397517,0,0,2.512846018,3.476614021,0,0,3.811097087,3.043331252,0,0,-33.33333333,-33.33333333,-0.078179359,-68.76193809,179.2909702,4.651576559,1.698106717,5.333254719,3.277144733,6.237336086,0,A
221,65.93891429,65.90900762,2.305571296,3.210726606,3.180758417,-0.415515444,-0.415515444,0,1.368639426,1.371180723,3.353818576,3.35029876,4.697164986,14.96360571,14.97406857,4.945345996,3.60004824,4.384398819,0,0,2.542389085,3.433664572,0,0,3.773909703,2.953607347,0,0,-42.85714286,-28.57142857,-0.060082072,-66.81287722,196.8989301,4.579749809,1.727187448,5.329091718,3.401197382,6.179118834,0,A
222,71.623088,71.56409524,2.308467037,3.212218026,3.202113892,-0.653926467,-0.673344553,-1.960784314,1.205970807,1.205970807,3.703444981,3.703732769,4.700748603,21.0102225,21.09655143,4.94776954,3.209633244,4.07022262,0,0,2.123458427,3.166318574,0,0,3.516310189,2.780990826,0,0,-28.57142857,-28.57142857,-0.081113526,-77.38423921,142.4394333,4.545526333,1.63297857,5.338634327,3.63758616,6.171510691,0,A
223,74.12572667,73.88104,2.326759197,3.222144043,3.192976942,-0.653926467,-0.653926467,0,1.105256831,1.101940079,3.854354071,3.857945487,4.703816387,19.19447667,19.31850588,4.949438462,3.470412451,4.253056253,0,0,2.295560478,3.260401572,0,0,3.652734007,2.837322537,0,0,-33.33333333,-33.33333333,-0.079575386,-75.8947838,158.9866439,4.668802046,1.617398271,5.348140801,3.258096538,6.651246292,0,A
224,61.79405886,61.53766,2.327901789,3.225520384,3.186259151,-0.274436846,-0.274436846,0,1.800058272,1.829376333,2.737064719,2.703441642,4.667812903,11.13598627,11.32163034,4.956647877,3.571221411,4.371597439,0,0,2.60194867,3.491038086,0,0,3.790081335,3.0189604,0,0,-50,-33.33333333,-0.073811633,-71.74703467,170.7389719,4.696928611,1.655320024,5.346095922,3.198673118,6.722824899,0,A
225,62.25674634,62.10015867,2.318122526,3.219006276,3.127612846,-0.261364764,-0.261364764,0,1.638996715,1.663926098,2.936067942,2.90585116,4.671488591,11.78595238,11.86165212,4.949410937,3.922962945,4.685828089,0,0,2.926917958,3.736955077,0,0,4.098834467,3.213662258,0,0,-40,-40,-0.082472526,-66.89020229,203.996997,4.922313969,1.677995562,5.363031821,2.772588722,6.909198171,0,A
226,68.24868533,68.129116,2.314471107,3.2159491,3.179004492,-0.510825624,-0.527632742,-1.694915254,1.381281819,1.381281819,3.405720203,3.405662747,4.70042634,18.57657067,18.6909803,4.949223761,3.688879454,4.472324273,0,0,2.588515632,3.493472658,0,0,3.871513462,3.024076747,0,0,-33.33333333,-50,-0.112676056,-66.20720439,198.0503116,4.675162558,1.713770608,5.336688514,3.218875825,6.467492885,0,A
227,74.84529334,75.08058858,2.278774329,3.196113388,3.191561605,-0.693147181,-0.693147181,0,1.075002423,1.085189268,3.885433776,3.871601833,4.687648595,17.19265778,17.07712835,4.940052374,3.455685567,4.270815705,0,0,2.402430428,3.330059354,0,0,3.691002199,2.886196386,0,0,-42.85714286,-42.85714286,-0.10772457,-72.79149495,167.0008691,4.622027303,1.658976595,5.339253016,3.314186005,6.725898659,0,A
228,65.303304,65.04379928,2.328204566,3.224823147,3.179652141,-0.314710745,-0.314710745,0,1.677096561,1.682688374,2.991280103,2.983893765,4.693411561,16.96021809,17.14526182,4.952586498,3.469478889,4.343285806,0,0,2.498151877,3.480316586,0,0,3.811539467,3.05941105,0,0,-33.33333333,-50,-0.112597397,-69.85232343,172.1095122,4.677258262,1.678804583,5.337987148,3.258096538,6.576944008,0,A
229,64.56328667,64.401739,2.31861076,3.218954153,3.243452673,-0.314710745,-0.314710745,-1.54E-14,1.587192303,1.593308531,3.111945837,3.102473992,4.691470516,18.93445304,18.90977333,4.943919804,3.072693315,4.020159664,0,0,2.171336806,3.252310601,0,0,3.547603867,2.891204744,0,0,-33.33333333,-33.33333333,-0.141542817,-81.31537352,111.6576463,4.675162558,1.587946137,5.362613725,3.725693427,6.588284652,0,A
230,58.547824,58.602484,2.2971041,3.205116913,3.088030141,-0.198450939,-0.198450939,0,1.654411278,1.669591835,2.896620888,2.878508017,4.683057901,13.83947458,13.75256509,4.940367017,4.148832748,4.886205216,0,0,3.12544388,3.897518319,0,0,4.259081863,3.326473835,0,0,-40,-40,-0.063266113,-56.61929667,253.7436821,4.897951734,1.815322004,5.339323088,2.833213344,6.116858079,0,A
231,63.97377333,64.097628,2.290122287,3.201043369,3.120921704,-0.400477567,-0.385662481,1.515151515,1.425515074,1.427916036,3.264273606,3.260815717,4.697212204,15.53530529,15.37679172,4.937556914,3.822754538,4.603067978,0,0,2.786245049,3.636005965,0,0,4.004602187,3.128951117,0,0,-33.33333333,-33.33333333,-0.065972635,-63.94598601,215.7376961,4.766012711,1.737859691,5.337195718,2.995732274,6.271288437,0,A
232,64.77783867,64.563364,2.323805799,3.222183746,3.184459515,-0.430782916,-0.430782916,0,1.363537374,1.368639426,3.382157684,3.374405712,4.693186945,17.96571938,18.08291543,4.94948212,3.388112142,4.224641563,0,0,2.35612586,3.321793359,0,0,3.654546775,2.890927159,0,0,-42.85714286,-42.85714286,-0.116904372,-72.29769377,165.23162,4.563618759,1.668051099,5.333132409,3.583518938,6.045907372,0,A
233,70.45156,70.41777201,2.305958197,3.210831616,3.136489012,-0.616186139,-0.634878272,-1.886792453,1.040276712,1.036736885,3.879965503,3.885277697,4.705412405,16.33169667,16.36066333,4.946110315,3.803100598,4.508549147,0,0,2.6651427,3.466360708,0,0,3.831680253,2.920739295,0,0,-33.33333333,-33.33333333,-0.065493032,-66.00185311,214.0713422,4.632104187,1.705010066,5.332288114,3.218875825,6.170423232,0,A
234,58.27136,58.03678533,2.325771662,3.225028776,3.12319483,-0.105360516,-0.105360516,0,1.957273908,2.000127735,2.464978587,2.418833313,4.654639489,7.169079999,7.350465262,4.962702276,4.082777926,4.729597764,0,0,3.078233495,3.749739342,0,0,4.007696755,3.093766014,0,0,-40,-40,-0.075789155,-64.6124374,214.9360289,4.781389831,1.712942926,5.342949693,3.020424886,6.48662765,0,A
235,63.090645,62.779118,2.333262396,3.228648681,3.236135742,-0.356674944,-0.356674944,0,1.517322624,1.526056303,3.129410505,3.116750254,4.68844833,14.73273289,14.88333684,4.952100263,3.280911216,4.143610804,0,0,2.310553263,3.300271463,0,0,3.598954747,2.888147063,0,0,-42.85714286,-42.85714286,-0.148938811,-76.31897992,142.8641133,4.591882292,1.625907614,5.342845433,3.63758616,6.15406697,0,A
236,63.63663467,63.62656,2.303592052,3.209535292,3.124770884,-0.385662481,-0.371063681,1.492537313,1.637053079,1.644805056,3.024212387,3.015370222,4.692033116,17.41542,17.45139867,4.946318121,3.71235181,4.547117255,0,0,2.714694744,3.633895146,0,0,3.991019012,3.172831886,0,0,-33.33333333,-33.33333333,-0.06612707,-64.61436961,204.4106264,4.762515757,1.735207982,5.336036098,2.995732274,6.423237749,0,A
237,64.07442495,63.95185429,2.31476765,3.216594685,3.171962672,-0.356674944,-0.356674944,0,1.635105659,1.665818246,2.940277117,2.903736548,4.665434095,9.93967238,10.01710204,4.950379399,3.753496097,4.490095978,0,0,2.753660712,3.553632305,0,0,3.836005519,3.006424903,0,0,-42.85714286,-28.57142857,-0.059610742,-62.86283795,215.2520302,4.567468319,1.774031114,5.324586905,3.36729583,6.230440584,0,A
238,57.324639,57.104314,2.324378385,3.224304597,3.192187238,-0.198450939,-0.186329578,1.234567901,1.822935087,1.850028377,2.669796814,2.639041603,4.670451168,12.41357517,12.57450586,4.95403636,3.510350696,4.311201729,0,0,2.536074936,3.440738556,0,0,3.712473903,2.968874819,0,0,-28.57142857,-42.85714286,-0.117943536,-68.71086389,179.3015029,4.541484634,1.703279185,5.329755855,3.624340933,5.837138616,0,A
239,60.48135,60.173872,2.332869651,3.229227149,3.191309862,-0.287682072,-0.287682072,0,1.332366019,1.342864803,3.262133373,3.245523564,4.684786244,9.562073846,9.656799999,4.9518769,3.658935578,4.340423085,0,0,2.648300197,3.402196882,0,0,3.653899735,2.841998174,0,0,-33.33333333,-33.33333333,-0.078979584,-76.2311684,161.1019802,4.668426636,1.608495505,5.356960388,3.238678452,6.240939277,0,A
240,57.704216,57.351512,2.337247742,3.233290226,3.230535934,-0.15082289,-0.139262067,1.176470588,1.778336449,1.791759469,2.741330783,2.724706765,4.684329723,13.67321846,13.90819231,4.957009714,3.362109993,4.207524427,0,0,2.409644165,3.376904689,0,0,3.648968503,2.947067102,0,0,-42.85714286,-28.57142857,-0.075390333,-73.20316178,153.7710659,4.569024739,1.671035185,5.338919981,3.688879454,6.00463602,0,A
241,53.12677289,52.94301533,2.320794055,3.222773313,3.093119089,0.139761942,0.148420005,0.877192982,2.061786606,2.099244169,2.328162042,2.289529999,4.661561744,10.39043674,10.56831509,4.956963612,3.859465755,4.611450424,0,0,2.877511642,3.693120448,0,0,4.009694033,3.16905513,0,0,-40,-40,-0.089792803,-68.1327953,186.670803,4.849135453,1.678966351,5.360533286,3.044522438,6.508098974,0,A
