,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,Root_Cluster,Multi_Spike_Cluster,Multi_Spike_0_Cluster,Multi_Spike_1_Cluster
0,0.49085592218514607,0.47274078126757146,-0.30050171207989407,-0.18561364687177928,-0.32224776746650097,-0.034976292821557745,0.3317890886296819,0.021897810218978186,-0.5586014689744723,-0.5339452572293972,-0.15224542658221485,-0.1506747861216855,-0.062373625371037855,-0.5922500432120905,-0.7616778204117604,-0.31249982470046533,-0.803722622701937,-0.7485992397847765,-1.0,-1.0,-0.897794364040065,-0.8296333258705758,-1.0,-1.0,-0.6064848759124357,-0.7874290495651618,-1.0,-1.0,-0.0357142857142857,-0.0357142857142857,0.10352637335685755,0.8025687612375922,-0.999999138712571,-0.6322418711281406,-0.06723246183140452,-0.4260115304082621,-0.5784860006967494,-0.7634135166237265,-1.0,-0.9935460621141885,0.9999999999999998,-0.5319617803988324,1,1.0,,0.0
1,-0.1458427737038357,-1.0,0.562341723362445,1.0,0.48646059269040576,-0.36877622062053345,-1.0,-1.0,-0.748775998529678,-1.0,-0.1304175811283842,-1.0,-1.0,-0.7891812268900658,-0.94448704646545,-0.6294818131387239,-0.9999999999999999,1.0,-1.0,-1.0,-1.0,0.9999999999999998,-1.0,-1.0,1.0,0.9999999999999998,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7470870751559986,-0.9998757608185579,1.0,-1.0,-0.4585839358195196,-0.8635741767639669,1.0,-1.0,-1.0,0.9999999999999998,-1.0000000000000002,0,,,
2,-1.0,-1.0,-0.4279341217960613,-0.28177183766893554,-0.4016449804666786,-1.0,-1.0,0.021897810218978186,-1.0,-1.0,-1.0,-1.0,-0.02163066782578804,-0.7724147347350968,-0.94448704646545,-0.29944367667609173,1.0,1.0,-1.0,-1.0,1.0,0.9999999999999998,-1.0,-1.0,1.0,0.9999999999999998,-1.0,-1.0,0.0,0.0,-1.0,-0.7470870751559986,-0.9998757608185579,1.0,-1.0,-0.4585839358195196,-1.0,0.3015393523901513,-1.0,-1.0,0.9999999999999998,0.37949807238385436,0,,,
3,-1.0,-1.0,-0.4279341217960613,-0.28177183766893554,-0.4016449804666786,-1.0,-1.0,0.021897810218978186,-1.0,-1.0,-1.0,-1.0,-0.02163066782578804,-0.7724147347350968,-0.94448704646545,-0.29944367667609173,1.0,1.0,-1.0,-1.0,1.0,0.9999999999999998,-1.0,-1.0,1.0,0.9999999999999998,-1.0,-1.0,0.0,0.0,-1.0,-0.7470870751559986,-0.9998757608185579,1.0,-1.0,-0.4585839358195196,-1.0,0.3015393523901513,-0.345767957507054,-1.0,0.9999999999999998,0.37949807238385436,0,,,
4,-1.0,-1.0,-0.4279341217960613,-0.28177183766893554,-0.4016449804666786,-1.0,-1.0,0.021897810218978186,-1.0,-1.0,-1.0,-1.0,-0.02163066782578804,-0.7724147347350968,-0.94448704646545,-0.29944367667609173,1.0,1.0,-1.0,-1.0,1.0,0.9999999999999998,-1.0,-1.0,1.0,0.9999999999999998,-1.0,-1.0,0.0,0.0,-1.0,-0.7470870751559986,-0.9998757608185579,1.0,-1.0,-0.4585839358195196,-1.0,0.3015393523901513,-1.0,-1.0,0.9999999999999998,0.37949807238385436,0,,,
5,0.4343099640265402,0.47130777601180607,-0.45086891978085886,-0.2987752289185823,-0.24042750494913934,-0.13709404803077713,0.19086062114090585,0.021897810218977964,-0.3850467392423019,-0.3811714366251545,-0.2688957881384786,-0.24385644545798812,-0.016526917054509926,-0.5252382903336601,-0.6652523755953572,-0.2923253465467135,-0.4047285048695881,-0.5294003930938245,-1.0,-1.0,-0.5986246877259154,-0.6567127542357931,-1.0,-1.0,-0.5626214343057269,-0.7209238841161013,-1.0,-1.0,-0.2,-0.2,0.1556127740174201,-0.6885229408039495,-0.9999952441283807,0.025568110990661808,-0.710050537018431,-0.2918008448272458,-0.036962481754322374,-0.49035674502891835,-1.0,-1.0,-0.8777669766463938,-0.5426570964965367,1,1.0,,0.0
6,-1.0,-1.0,-0.4279341217960613,-0.28177183766893554,-0.4016449804666786,-1.0,-1.0,0.021897810218978186,-1.0,-1.0,-1.0,-1.0,-0.02163066782578804,-0.7724147347350968,-0.94448704646545,-0.29944367667609173,1.0,1.0,-1.0,-1.0,1.0,0.9999999999999998,-1.0,-1.0,1.0,0.9999999999999998,-1.0,-1.0,0.0,0.0,-1.0,-0.7470870751559986,-0.9998757608185579,1.0,-1.0,-0.4585839358195196,-1.0,0.3015393523901513,-0.5894866892189179,-1.0,0.9999999999999998,0.37949807238385436,0,,,
7,0.5571314703273433,0.5532045373901164,-0.33160436281712524,-0.21283524997114078,-0.29155777432641594,-0.34576670196286746,-0.11257905576613914,-0.031886285055703734,-0.2022678430007786,-0.22658553196087905,-0.3352475253147539,-0.29430386570900025,0.0149314990331757,-0.2951391200128213,-0.3584604855216954,-0.27624442574589536,-0.7087062630769259,-0.09485126049069015,-1.0,-1.0,-0.8053346619972965,-0.5187828126125757,-1.0,-1.0,0.0638677518412798,-0.3019829283048179,-0.5,-1.0,-0.25,0.0,0.24191693936599523,0.8687766370857799,-0.9999986052592249,0.043418311150988265,-0.17980618844695184,-0.42697333586098196,0.047596650668409346,-0.9643144392784772,-1.0,-1.0,0.9999999999999998,-0.38707351944854995,1,1.0,,1.0
8,0.6786125781221015,0.6436625199052293,-0.25359334556235913,-0.1618783067797933,-0.2859386731733764,-0.16866891705174458,0.14728545741774132,0.021897810218978186,-0.32668135802095644,-0.31243206622836817,-0.2523979499134441,-0.23966426846188527,-0.0385705045163065,-0.3036293244288203,-0.41140692317446015,-0.2910694008085688,-0.6000783416881933,-0.3734509807486164,-1.0,-1.0,-0.6878106364060093,-0.4399123142603665,-1.0,-1.0,0.14592193234647266,-0.3687638340452557,-0.5,-1.0,-0.333333333333333,-0.333333333333333,0.11193316860425223,-0.4431215261180792,-0.9999993788684205,0.2968191163717069,-0.7033257783385103,0.505855497807489,-0.2425135213176277,0.5605148463768352,-1.0,-0.49713553035593083,0.9999999999999998,-0.5203309857966398,1,1.0,,1.0
9,0.6819164757025367,0.6497656679910562,-0.259584160533636,-0.1664907869780743,-0.278044773066878,-0.17357672898480597,0.14728545741774132,0.045662875572908046,-0.33159187677698576,-0.3192423439699196,-0.2482905773038494,-0.2359437739361312,-0.039436900744731496,-0.29565414152319514,-0.4219421652480516,-0.29807312505143413,-0.6059993091479398,-0.3756855659404359,-1.0,-1.0,-0.6923952125176984,-0.44184628845018903,-1.0,-1.0,0.1484180686175114,-0.3690402565546942,-0.5,-1.0,-0.333333333333333,-0.333333333333333,0.11277658713178024,-0.4435419636078979,-0.9999993788684205,0.2965762871825053,-0.7033832343982409,0.5136222353188318,-0.2425135213176277,0.5674401328607033,-1.0,-0.5438739711723023,0.9999999999999998,-0.520417782771283,1,1.0,,1.0
10,0.6696404748160696,0.6384394471690229,-0.2622363832348995,-0.16765354944740407,-0.2881492329461217,-0.17357672898480597,0.14728545741774132,0.04566287557290794,-0.3208594744196124,-0.30954477143108217,-0.2559423443899542,-0.24209576560471446,-0.036482967038985015,-0.2957764153418238,-0.41292532313353714,-0.29478005290693665,-0.5951514313403524,-0.37147511873967787,-1.0,-1.0,-0.6846434008499883,-0.43862891425827266,-1.0,-1.0,0.14599687363948544,-0.36804623709990225,-0.5,-1.0,-0.333333333333333,-0.333333333333333,0.11205142092887801,-0.4432119487901862,-0.9999993788684205,0.2973828754046999,-0.7033402584097093,0.504298357423643,-0.2425135213176277,0.5585755271623247,-1.0,-0.5567334893392412,0.9999999999999998,-0.5202200785512623,1,1.0,,1.0
11,0.6833688098271433,0.6409392467640787,-0.23728649172339344,-0.15014081330890017,-0.2760682315268892,-0.16386897789936636,0.14728545741774132,-0.0008110300081101973,-0.34360334920702196,-0.3301578649702509,-0.2410782275307145,-0.22893659181228043,-0.04014311683876426,-0.2978523236426962,-0.41060351328670885,-0.29311966166869174,-0.6094651185291992,-0.3747529697711076,-1.0,-1.0,-0.6928576224091532,-0.4423854069600579,-1.0,-1.0,0.15563038877248037,-0.36804623709990225,-0.5,-1.0,-0.333333333333333,-0.333333333333333,0.11542434514043279,-0.44497632530642095,-0.9999993788684205,0.29970038773200347,-0.7036121398588779,0.5258111440477053,-0.2425135213176277,0.5704321858815953,-1.0,-0.4363725221661876,0.9999999999999998,-0.520446715096164,1,1.0,,1.0
12,0.6808968279846819,0.6523479746872225,-0.2676233504964496,-0.17229372545644495,-0.28299572013197327,-0.17357672898480597,0.14728545741774132,0.04566287557290784,-0.32279164018391004,-0.30858646013791646,-0.25451288023686747,-0.24272127239572672,-0.040084587182758646,-0.3035428669494497,-0.426971787727381,-0.29674513375328737,-0.5953737641711404,-0.3713519511390144,-1.0,-1.0,-0.6846434008499883,-0.43841547140264336,-1.0,-1.0,0.1461467059408572,-0.36760542752583425,-0.5,-1.0,-0.333333333333333,-0.333333333333333,0.11210436077646938,-0.4431148522857087,-0.9999993788684205,0.29750075581346214,-0.7033283458418826,0.504139364666881,-0.2425135213176277,0.5585755654047024,-1.0,-0.44524889586144023,0.9999999999999998,-0.5201911462263813,1,1.0,,1.0
13,0.49996376611341864,0.48418784986793306,-0.3056074399172588,-0.1901657380165389,-0.29034343859916145,-0.14133473350991993,0.19086062114090585,0.04233576642335775,-0.22732164164050916,-0.20026993340821841,-0.3351686341293618,-0.3312386040373906,-0.04982716071903037,-0.36740291131816544,-0.49730533507655444,-0.29668081986409445,-0.5206267653951362,-0.3536471603217404,-1.0,-1.0,-0.6415968028335779,-0.4255329514957775,-1.0,-1.0,-0.15324833035139473,-0.3786956763904692,-1.0,-1.0,-0.5,-0.5,0.08095930187331879,-0.5099984962918673,-0.9999912785805614,0.23090065146488503,-0.7221109543140004,-0.2140096750402165,-0.19318621976704975,0.19562632509497857,-1.0,-0.4312438370753331,0.9999999999999998,-0.5612605813950686,1,1.0,,1.0
14,0.47634221940105226,0.5045219533097667,-0.4221497468800359,-0.27756057872927054,-0.373702012722247,-0.12484475690546504,0.20776535844713925,0.021897810218977975,-0.32962115325588737,-0.3202237471197258,-0.2856711372116242,-0.26751527481710036,-0.027553781268524924,-0.4289687240723277,-0.5774765592034868,-0.30284845302506813,-0.37009281781436365,-0.22149099825189844,-1.0,-1.0,-0.5552773206061873,-0.35634548753406303,-1.0,-1.0,-0.100792398797654,-0.3253824714771778,-1.0,-1.0,-0.5,-0.5,0.14035522632842679,-0.3974344246066035,-0.9999879662095918,0.25078319802650473,-0.7109015409147443,-0.32302864071397774,-0.20883869220680007,0.2061371017603708,-1.0,-1.0,0.9999999999999998,-0.546186840132028,1,1.0,,1.0
15,0.5217438794762796,0.5295356806846039,-0.3633942185749941,-0.2351262113099537,-0.3296813294701355,-0.16386897789936636,0.14728545741774132,-0.000811030008110402,-0.46540220488373907,-0.4583732417671652,-0.18813515182570073,-0.16775725855264767,-0.02870831246452754,-0.37802327203927133,-0.512978289030642,-0.2984045774732318,-0.45126187918923133,-0.2957318250403882,-1.0,-1.0,-0.6539034355913202,-0.4197201953880214,-1.0,-1.0,-0.1764501920701793,-0.37209656916172795,-1.0,-1.0,-0.25,-0.5,0.101919538918921,-0.4008445061563344,-0.9999879619963745,0.18076015280088398,-0.7084380776086981,-0.37512387489541155,-0.15017444736906238,0.051734624956935704,-1.0,-0.83157200718477,0.9999999999999998,-0.5582612637157305,1,1.0,,1.0
