,Model_ID,Name
372,NMLCL000451,Layer 6 Burst Stuttering Nest Basket Cell (5)
373,NMLCL000452,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (1)
374,NMLCL000453,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (2)
375,NMLCL000454,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (3)
376,NMLCL000455,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (4)
377,NMLCL000456,Layer 1 Continuous Accommodating Neurogliaform Cell with dense axonal arborization (5)
378,NMLCL000457,Layer 1 Continuous Accommodating Small Axon Cell (1)
379,NMLCL000458,Layer 1 Continuous Accommodating Small Axon Cell (2)
380,NMLCL000459,Layer 1 Continuous Accommodating Small Axon Cell (3)
381,NMLCL000460,Layer 1 Continuous Accommodating Small Axon Cell (4)
382,NMLCL000461,Layer 1 Continuous Accommodating Small Axon Cell (5)
383,NMLCL000462,Layer 2/3 Continuous Accommodating Bipolar Cell (1)
384,NMLCL000463,Layer 2/3 Continuous Accommodating Bipolar Cell (2)
385,NMLCL000464,Layer 2/3 Continuous Accommodating Bipolar Cell (3)
386,NMLCL000465,Layer 2/3 Continuous Accommodating Bipolar Cell (4)
387,NMLCL000466,Layer 2/3 Continuous Accommodating Bipolar Cell (5)
388,NMLCL000467,Layer 2/3 Continuous Accommodating Bitufted Cell (1)
389,NMLCL000468,Layer 2/3 Continuous Accommodating Bitufted Cell (2)
390,NMLCL000469,Layer 2/3 Continuous Accommodating Bitufted Cell (3)
391,NMLCL000470,Layer 2/3 Continuous Accommodating Bitufted Cell (4)
392,NMLCL000471,Layer 2/3 Continuous Accommodating Bitufted Cell (5)
393,NMLCL000472,Layer 2/3 Continuous Accommodating Chandelier Cell (1)
394,NMLCL000473,Layer 2/3 Continuous Accommodating Chandelier Cell (2)
395,NMLCL000474,Layer 2/3 Continuous Accommodating Chandelier Cell (3)
396,NMLCL000475,Layer 2/3 Continuous Accommodating Chandelier Cell (4)
397,NMLCL000476,Layer 2/3 Continuous Accommodating Chandelier Cell (5)
398,NMLCL000477,Layer 2/3 Continuous Accommodating Double Bouquet Cell (1)
399,NMLCL000478,Layer 2/3 Continuous Accommodating Double Bouquet Cell (2)
400,NMLCL000479,Layer 2/3 Continuous Accommodating Double Bouquet Cell (3)
401,NMLCL000480,Layer 2/3 Continuous Accommodating Double Bouquet Cell (4)
402,NMLCL000481,Layer 2/3 Continuous Accommodating Double Bouquet Cell (5)
403,NMLCL000482,Layer 2/3 Continuous Accommodating Large Basket Cell (1)
404,NMLCL000483,Layer 2/3 Continuous Accommodating Large Basket Cell (2)
405,NMLCL000484,Layer 2/3 Continuous Accommodating Large Basket Cell (3)
406,NMLCL000485,Layer 2/3 Continuous Accommodating Large Basket Cell (4)
407,NMLCL000486,Layer 2/3 Continuous Accommodating Large Basket Cell (5)
408,NMLCL000487,Layer 2/3 Continuous Accommodating Martinotti Cell (1)
409,NMLCL000488,Layer 2/3 Continuous Accommodating Martinotti Cell (2)
410,NMLCL000489,Layer 2/3 Continuous Accommodating Martinotti Cell (3)
411,NMLCL000490,Layer 2/3 Continuous Accommodating Martinotti Cell (4)
412,NMLCL000491,Layer 2/3 Continuous Accommodating Martinotti Cell (5)
413,NMLCL000492,Layer 2/3 Continuous Accommodating Nest Basket Cell (1)
414,NMLCL000493,Layer 2/3 Continuous Accommodating Nest Basket Cell (2)
415,NMLCL000494,Layer 2/3 Continuous Accommodating Nest Basket Cell (3)
416,NMLCL000495,Layer 2/3 Continuous Accommodating Nest Basket Cell (4)
417,NMLCL000496,Layer 2/3 Continuous Accommodating Nest Basket Cell (5)
418,NMLCL000497,Layer 2/3 Continuous Accommodating Neurogliaform Cell (1)
419,NMLCL000498,Layer 2/3 Continuous Accommodating Neurogliaform Cell (2)
420,NMLCL000499,Layer 2/3 Continuous Accommodating Neurogliaform Cell (3)
421,NMLCL000500,Layer 2/3 Continuous Accommodating Neurogliaform Cell (4)
422,NMLCL000501,Layer 2/3 Continuous Accommodating Neurogliaform Cell (5)
423,NMLCL000502,Layer 2/3 Continuous Accommodating Small Basket Cell (1)
424,NMLCL000503,Layer 2/3 Continuous Accommodating Small Basket Cell (2)
425,NMLCL000504,Layer 2/3 Continuous Accommodating Small Basket Cell (3)
426,NMLCL000505,Layer 2/3 Continuous Accommodating Small Basket Cell (4)
427,NMLCL000506,Layer 2/3 Continuous Accommodating Small Basket Cell (5)
428,NMLCL000507,Layer 4 Continuous Accommodating Bipolar Cell (1)
429,NMLCL000508,Layer 4 Continuous Accommodating Bipolar Cell (2)
430,NMLCL000509,Layer 4 Continuous Accommodating Bipolar Cell (3)
431,NMLCL000510,Layer 4 Continuous Accommodating Bipolar Cell (4)
432,NMLCL000511,Layer 4 Continuous Accommodating Bipolar Cell (5)
433,NMLCL000512,Layer 4 Continuous Accommodating Bitufted Cell (1)
434,NMLCL000513,Layer 4 Continuous Accommodating Bitufted Cell (2)
435,NMLCL000514,Layer 4 Continuous Accommodating Bitufted Cell (3)
436,NMLCL000515,Layer 4 Continuous Accommodating Bitufted Cell (4)
437,NMLCL000516,Layer 4 Continuous Accommodating Bitufted Cell (5)
438,NMLCL000517,Layer 4 Continuous Accommodating Chandelier Cell (1)
439,NMLCL000518,Layer 4 Continuous Accommodating Chandelier Cell (2)
440,NMLCL000519,Layer 4 Continuous Accommodating Chandelier Cell (3)
441,NMLCL000520,Layer 4 Continuous Accommodating Chandelier Cell (4)
442,NMLCL000521,Layer 4 Continuous Accommodating Chandelier Cell (5)
443,NMLCL000522,Layer 4 Continuous Accommodating Double Bouquet Cell (1)
444,NMLCL000523,Layer 4 Continuous Accommodating Double Bouquet Cell (2)
445,NMLCL000524,Layer 4 Continuous Accommodating Double Bouquet Cell (3)
446,NMLCL000525,Layer 4 Continuous Accommodating Double Bouquet Cell (4)
447,NMLCL000526,Layer 4 Continuous Accommodating Double Bouquet Cell (5)
448,NMLCL000527,Layer 4 Continuous Accommodating Large Basket Cell (1)
449,NMLCL000528,Layer 4 Continuous Accommodating Large Basket Cell (2)
450,NMLCL000529,Layer 4 Continuous Accommodating Large Basket Cell (3)
451,NMLCL000530,Layer 4 Continuous Accommodating Large Basket Cell (4)
452,NMLCL000531,Layer 4 Continuous Accommodating Large Basket Cell (5)
453,NMLCL000532,Layer 4 Continuous Accommodating Martinotti Cell (1)
454,NMLCL000533,Layer 4 Continuous Accommodating Martinotti Cell (2)
455,NMLCL000534,Layer 4 Continuous Accommodating Martinotti Cell (3)
456,NMLCL000535,Layer 4 Continuous Accommodating Martinotti Cell (4)
457,NMLCL000536,Layer 4 Continuous Accommodating Martinotti Cell (5)
458,NMLCL000537,Layer 4 Continuous Accommodating Nest Basket Cell (1)
459,NMLCL000538,Layer 4 Continuous Accommodating Nest Basket Cell (2)
460,NMLCL000539,Layer 4 Continuous Accommodating Nest Basket Cell (3)
461,NMLCL000540,Layer 4 Continuous Accommodating Nest Basket Cell (4)
462,NMLCL000541,Layer 4 Continuous Accommodating Nest Basket Cell (5)
463,NMLCL000542,Layer 4 Continuous Accommodating Neurogliaform Cell (1)
464,NMLCL000543,Layer 4 Continuous Accommodating Neurogliaform Cell (2)
465,NMLCL000544,Layer 4 Continuous Accommodating Neurogliaform Cell (3)
466,NMLCL000545,Layer 4 Continuous Accommodating Neurogliaform Cell (4)
467,NMLCL000546,Layer 4 Continuous Accommodating Neurogliaform Cell (5)
468,NMLCL000547,Layer 4 Continuous Accommodating Small Basket Cell (1)
469,NMLCL000548,Layer 4 Continuous Accommodating Small Basket Cell (2)
470,NMLCL000549,Layer 4 Continuous Accommodating Small Basket Cell (3)
471,NMLCL000550,Layer 4 Continuous Accommodating Small Basket Cell (4)
472,NMLCL000551,Layer 4 Continuous Accommodating Small Basket Cell (5)
473,NMLCL000552,Layer 5 Continuous Accommodating Bipolar Cell (1)
474,NMLCL000553,Layer 5 Continuous Accommodating Bipolar Cell (2)
475,NMLCL000554,Layer 5 Continuous Accommodating Bipolar Cell (3)
476,NMLCL000555,Layer 5 Continuous Accommodating Bipolar Cell (4)
477,NMLCL000556,Layer 5 Continuous Accommodating Bipolar Cell (5)
478,NMLCL000557,Layer 5 Continuous Accommodating Bitufted Cell (1)
479,NMLCL000558,Layer 5 Continuous Accommodating Bitufted Cell (2)
480,NMLCL000559,Layer 5 Continuous Accommodating Bitufted Cell (3)
481,NMLCL000560,Layer 5 Continuous Accommodating Bitufted Cell (4)
482,NMLCL000561,Layer 5 Continuous Accommodating Bitufted Cell (5)
483,NMLCL000562,Layer 5 Continuous Accommodating Chandelier Cell (1)
484,NMLCL000563,Layer 5 Continuous Accommodating Chandelier Cell (2)
485,NMLCL000564,Layer 5 Continuous Accommodating Chandelier Cell (3)
486,NMLCL000565,Layer 5 Continuous Accommodating Chandelier Cell (4)
487,NMLCL000566,Layer 5 Continuous Accommodating Chandelier Cell (5)
488,NMLCL000567,Layer 5 Continuous Accommodating Double Bouquet Cell (1)
489,NMLCL000568,Layer 5 Continuous Accommodating Double Bouquet Cell (2)
490,NMLCL000569,Layer 5 Continuous Accommodating Double Bouquet Cell (3)
491,NMLCL000570,Layer 5 Continuous Accommodating Double Bouquet Cell (4)
492,NMLCL000571,Layer 5 Continuous Accommodating Double Bouquet Cell (5)
493,NMLCL000572,Layer 5 Continuous Accommodating Large Basket Cell (1)
494,NMLCL000573,Layer 5 Continuous Accommodating Large Basket Cell (2)
495,NMLCL000574,Layer 5 Continuous Accommodating Large Basket Cell (3)
496,NMLCL000575,Layer 5 Continuous Accommodating Large Basket Cell (4)
497,NMLCL000576,Layer 5 Continuous Accommodating Large Basket Cell (5)
498,NMLCL000577,Layer 5 Continuous Accommodating Martinotti Cell (1)
499,NMLCL000578,Layer 5 Continuous Accommodating Martinotti Cell (2)
500,NMLCL000579,Layer 5 Continuous Accommodating Martinotti Cell (3)
501,NMLCL000580,Layer 5 Continuous Accommodating Martinotti Cell (4)
502,NMLCL000581,Layer 5 Continuous Accommodating Martinotti Cell (5)
503,NMLCL000582,Layer 5 Continuous Accommodating Nest Basket Cell (1)
504,NMLCL000583,Layer 5 Continuous Accommodating Nest Basket Cell (2)
505,NMLCL000584,Layer 5 Continuous Accommodating Nest Basket Cell (3)
506,NMLCL000585,Layer 5 Continuous Accommodating Nest Basket Cell (4)
507,NMLCL000586,Layer 5 Continuous Accommodating Nest Basket Cell (5)
508,NMLCL000587,Layer 5 Continuous Accommodating Neurogliaform Cell (1)
509,NMLCL000588,Layer 5 Continuous Accommodating Neurogliaform Cell (2)
510,NMLCL000589,Layer 5 Continuous Accommodating Neurogliaform Cell (3)
511,NMLCL000590,Layer 5 Continuous Accommodating Neurogliaform Cell (4)
512,NMLCL000591,Layer 5 Continuous Accommodating Neurogliaform Cell (5)
513,NMLCL000592,Layer 5 Continuous Accommodating Small Basket Cell (1)
514,NMLCL000593,Layer 5 Continuous Accommodating Small Basket Cell (2)
515,NMLCL000594,Layer 5 Continuous Accommodating Small Basket Cell (3)
516,NMLCL000595,Layer 5 Continuous Accommodating Small Basket Cell (4)
517,NMLCL000596,Layer 5 Continuous Accommodating Small Basket Cell (5)
518,NMLCL000597,Layer 6 Continuous Accommodating Bipolar Cell (1)
519,NMLCL000598,Layer 6 Continuous Accommodating Bipolar Cell (2)
520,NMLCL000599,Layer 6 Continuous Accommodating Bipolar Cell (3)
521,NMLCL000600,Layer 6 Continuous Accommodating Bipolar Cell (4)
522,NMLCL000601,Layer 6 Continuous Accommodating Bipolar Cell (5)
523,NMLCL000602,Layer 6 Continuous Accommodating Bitufted Cell (1)
524,NMLCL000603,Layer 6 Continuous Accommodating Bitufted Cell (2)
525,NMLCL000604,Layer 6 Continuous Accommodating Bitufted Cell (3)
526,NMLCL000605,Layer 6 Continuous Accommodating Bitufted Cell (4)
527,NMLCL000606,Layer 6 Continuous Accommodating Bitufted Cell (5)
528,NMLCL000607,Layer 6 Continuous Accommodating Chandelier Cell (1)
529,NMLCL000608,Layer 6 Continuous Accommodating Chandelier Cell (2)
530,NMLCL000609,Layer 6 Continuous Accommodating Chandelier Cell (3)
531,NMLCL000610,Layer 6 Continuous Accommodating Chandelier Cell (4)
532,NMLCL000611,Layer 6 Continuous Accommodating Chandelier Cell (5)
533,NMLCL000612,Layer 6 Continuous Accommodating Double Bouquet Cell (1)
534,NMLCL000613,Layer 6 Continuous Accommodating Double Bouquet Cell (2)
535,NMLCL000614,Layer 6 Continuous Accommodating Double Bouquet Cell (3)
536,NMLCL000615,Layer 6 Continuous Accommodating Double Bouquet Cell (4)
537,NMLCL000616,Layer 6 Continuous Accommodating Double Bouquet Cell (5)
538,NMLCL000617,Layer 6 Continuous Accommodating Martinotti Cell (1)
539,NMLCL000618,Layer 6 Continuous Accommodating Martinotti Cell (2)
540,NMLCL000619,Layer 6 Continuous Accommodating Martinotti Cell (3)
541,NMLCL000620,Layer 6 Continuous Accommodating Martinotti Cell (4)
542,NMLCL000621,Layer 6 Continuous Accommodating Martinotti Cell (5)
543,NMLCL000622,Layer 6 Continuous Accommodating Nest Basket Cell (1)
544,NMLCL000623,Layer 6 Continuous Accommodating Nest Basket Cell (2)
545,NMLCL000624,Layer 6 Continuous Accommodating Nest Basket Cell (3)
546,NMLCL000625,Layer 6 Continuous Accommodating Nest Basket Cell (4)
547,NMLCL000626,Layer 6 Continuous Accommodating Nest Basket Cell (5)
548,NMLCL000627,Layer 6 Continuous Accommodating Neurogliaform Cell (1)
549,NMLCL000628,Layer 6 Continuous Accommodating Neurogliaform Cell (2)
550,NMLCL000629,Layer 6 Continuous Accommodating Neurogliaform Cell (3)
551,NMLCL000630,Layer 6 Continuous Accommodating Neurogliaform Cell (4)
552,NMLCL000631,Layer 6 Continuous Accommodating Neurogliaform Cell (5)
553,NMLCL000632,Layer 6 Continuous Accommodating Small Basket Cell (1)
554,NMLCL000633,Layer 6 Continuous Accommodating Small Basket Cell (2)
555,NMLCL000634,Layer 6 Continuous Accommodating Small Basket Cell (3)
556,NMLCL000635,Layer 6 Continuous Accommodating Small Basket Cell (4)
557,NMLCL000636,Layer 6 Continuous Accommodating Small Basket Cell (5)
558,NMLCL000637,Layer 2/3 Continuous Accommodating Pyramidal Cell (1)
559,NMLCL000638,Layer 2/3 Continuous Accommodating Pyramidal Cell (2)
560,NMLCL000639,Layer 2/3 Continuous Accommodating Pyramidal Cell (3)
561,NMLCL000640,Layer 2/3 Continuous Accommodating Pyramidal Cell (4)
562,NMLCL000641,Layer 2/3 Continuous Accommodating Pyramidal Cell (5)
563,NMLCL000642,Layer 4 Continuous Accommodating Pyramidal Cell (1)
564,NMLCL000643,Layer 4 Continuous Accommodating Pyramidal Cell (2)
565,NMLCL000644,Layer 4 Continuous Accommodating Pyramidal Cell (3)
566,NMLCL000645,Layer 4 Continuous Accommodating Pyramidal Cell (4)
567,NMLCL000646,Layer 4 Continuous Accommodating Pyramidal Cell (5)
568,NMLCL000647,Layer 4 Continuous Accommodating Star Pyramidal Cell (1)
569,NMLCL000648,Layer 4 Continuous Accommodating Star Pyramidal Cell (2)
570,NMLCL000649,Layer 4 Continuous Accommodating Star Pyramidal Cell (3)
571,NMLCL000650,Layer 4 Continuous Accommodating Star Pyramidal Cell (4)
572,NMLCL000651,Layer 4 Continuous Accommodating Star Pyramidal Cell (5)
573,NMLCL000652,Layer 4 Continuous Accommodating Spiny Stellate Cell (1)
574,NMLCL000653,Layer 4 Continuous Accommodating Spiny Stellate Cell (2)
575,NMLCL000654,Layer 4 Continuous Accommodating Spiny Stellate Cell (3)
576,NMLCL000655,Layer 4 Continuous Accommodating Spiny Stellate Cell (4)
577,NMLCL000656,Layer 4 Continuous Accommodating Spiny Stellate Cell (5)
578,NMLCL000657,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (1)
579,NMLCL000658,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (2)
580,NMLCL000659,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (3)
581,NMLCL000660,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (4)
582,NMLCL000661,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (5)
583,NMLCL000662,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (1)
584,NMLCL000663,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (2)
585,NMLCL000664,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (3)
586,NMLCL000665,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (4)
587,NMLCL000666,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (5)
588,NMLCL000667,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (1)
589,NMLCL000668,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (2)
590,NMLCL000669,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (3)
591,NMLCL000670,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (4)
592,NMLCL000671,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (5)
593,NMLCL000672,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (1)
594,NMLCL000673,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (2)
595,NMLCL000674,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (3)
596,NMLCL000675,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (4)
597,NMLCL000676,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (5)
598,NMLCL000677,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (1)
599,NMLCL000678,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (2)
600,NMLCL000679,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (3)
601,NMLCL000680,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (4)
602,NMLCL000681,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (5)
603,NMLCL000682,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (1)
604,NMLCL000683,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (2)
605,NMLCL000684,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (3)
606,NMLCL000685,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (4)
607,NMLCL000686,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (5)
608,NMLCL000687,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (1)
609,NMLCL000688,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (2)
610,NMLCL000689,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (3)
611,NMLCL000690,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (4)
612,NMLCL000691,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (5)
613,NMLCL000692,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (1)
614,NMLCL000693,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (2)
615,NMLCL000694,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (3)
616,NMLCL000695,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (4)
617,NMLCL000696,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (5)
618,NMLCL000697,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (1)
619,NMLCL000698,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (2)
620,NMLCL000699,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (3)
621,NMLCL000700,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (4)
622,NMLCL000701,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (5)
623,NMLCL000702,Layer 1 Continuous Irregular Horizontal Axon Cell (1)
624,NMLCL000703,Layer 1 Continuous Irregular Horizontal Axon Cell (2)
625,NMLCL000704,Layer 1 Continuous Irregular Horizontal Axon Cell (3)
626,NMLCL000705,Layer 1 Continuous Irregular Horizontal Axon Cell (4)
627,NMLCL000706,Layer 1 Continuous Irregular Horizontal Axon Cell (5)
628,NMLCL000707,Layer 2/3 Continuous Irregular Nest Basket Cell (1)
629,NMLCL000708,Layer 2/3 Continuous Irregular Nest Basket Cell (2)
630,NMLCL000709,Layer 2/3 Continuous Irregular Nest Basket Cell (3)
631,NMLCL000710,Layer 2/3 Continuous Irregular Nest Basket Cell (4)
632,NMLCL000711,Layer 2/3 Continuous Irregular Nest Basket Cell (5)
633,NMLCL000712,Layer 4 Continuous Irregular Double Bouquet Cell (1)
634,NMLCL000713,Layer 4 Continuous Irregular Double Bouquet Cell (2)
635,NMLCL000714,Layer 4 Continuous Irregular Double Bouquet Cell (3)
636,NMLCL000715,Layer 4 Continuous Irregular Double Bouquet Cell (4)
637,NMLCL000716,Layer 4 Continuous Irregular Double Bouquet Cell (5)
638,NMLCL000717,Layer 4 Continuous Irregular Nest Basket Cell (1)
639,NMLCL000718,Layer 4 Continuous Irregular Nest Basket Cell (2)
640,NMLCL000719,Layer 4 Continuous Irregular Nest Basket Cell (3)
641,NMLCL000720,Layer 4 Continuous Irregular Nest Basket Cell (4)
642,NMLCL000721,Layer 4 Continuous Irregular Nest Basket Cell (5)
643,NMLCL000722,Layer 5 Continuous Irregular Double Bouquet Cell (1)
644,NMLCL000723,Layer 5 Continuous Irregular Double Bouquet Cell (2)
645,NMLCL000724,Layer 5 Continuous Irregular Double Bouquet Cell (3)
646,NMLCL000725,Layer 5 Continuous Irregular Double Bouquet Cell (4)
647,NMLCL000726,Layer 5 Continuous Irregular Double Bouquet Cell (5)
648,NMLCL000727,Layer 5 Continuous Irregular Large Basket Cell (1)
649,NMLCL000728,Layer 5 Continuous Irregular Large Basket Cell (2)
650,NMLCL000729,Layer 5 Continuous Irregular Large Basket Cell (3)
651,NMLCL000730,Layer 5 Continuous Irregular Large Basket Cell (4)
652,NMLCL000731,Layer 5 Continuous Irregular Large Basket Cell (5)
653,NMLCL000732,Layer 5 Continuous Irregular Nest Basket Cell (1)
654,NMLCL000733,Layer 5 Continuous Irregular Nest Basket Cell (2)
655,NMLCL000734,Layer 5 Continuous Irregular Nest Basket Cell (3)
656,NMLCL000735,Layer 5 Continuous Irregular Nest Basket Cell (4)
657,NMLCL000736,Layer 5 Continuous Irregular Nest Basket Cell (5)
658,NMLCL000737,Layer 6 Continuous Irregular Double Bouquet Cell (1)
659,NMLCL000738,Layer 6 Continuous Irregular Double Bouquet Cell (2)
660,NMLCL000739,Layer 6 Continuous Irregular Double Bouquet Cell (3)
661,NMLCL000740,Layer 6 Continuous Irregular Double Bouquet Cell (4)
662,NMLCL000741,Layer 6 Continuous Irregular Double Bouquet Cell (5)
663,NMLCL000742,Layer 6 Continuous Irregular Martinotti Cell (1)
664,NMLCL000743,Layer 6 Continuous Irregular Martinotti Cell (2)
665,NMLCL000744,Layer 6 Continuous Irregular Martinotti Cell (3)
666,NMLCL000745,Layer 6 Continuous Irregular Martinotti Cell (4)
667,NMLCL000746,Layer 6 Continuous Irregular Martinotti Cell (5)
668,NMLCL000747,Layer 6 Continuous Irregular Nest Basket Cell (1)
669,NMLCL000748,Layer 6 Continuous Irregular Nest Basket Cell (2)
670,NMLCL000749,Layer 6 Continuous Irregular Nest Basket Cell (3)
671,NMLCL000750,Layer 6 Continuous Irregular Nest Basket Cell (4)
672,NMLCL000751,Layer 6 Continuous Irregular Nest Basket Cell (5)
673,NMLCL000752,Layer 1 Continuous Non-accommodating Descending Axon Cell (1)
674,NMLCL000753,Layer 1 Continuous Non-accommodating Descending Axon Cell (2)
675,NMLCL000754,Layer 1 Continuous Non-accommodating Descending Axon Cell (3)
676,NMLCL000755,Layer 1 Continuous Non-accommodating Descending Axon Cell (4)
677,NMLCL000756,Layer 1 Continuous Non-accommodating Descending Axon Cell (5)
678,NMLCL000757,Layer 1 Continuous Non-accommodating Large Axon Cell (1)
679,NMLCL000758,Layer 1 Continuous Non-accommodating Large Axon Cell (2)
680,NMLCL000759,Layer 1 Continuous Non-accommodating Large Axon Cell (3)
681,NMLCL000760,Layer 1 Continuous Non-accommodating Large Axon Cell (4)
682,NMLCL000761,Layer 1 Continuous Non-accommodating Large Axon Cell (5)
683,NMLCL000762,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (1)
684,NMLCL000763,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (2)
685,NMLCL000764,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (3)
686,NMLCL000765,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (4)
687,NMLCL000766,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (5)
688,NMLCL000767,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (1)
689,NMLCL000768,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (2)
690,NMLCL000769,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (3)
691,NMLCL000770,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (4)
692,NMLCL000771,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (5)
693,NMLCL000772,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (1)
694,NMLCL000773,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (2)
695,NMLCL000774,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (3)
696,NMLCL000775,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (4)
697,NMLCL000776,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (5)
698,NMLCL000777,Layer 1 Continuous Non-accommodating Small Axon Cell (1)
699,NMLCL000778,Layer 1 Continuous Non-accommodating Small Axon Cell (2)
700,NMLCL000779,Layer 1 Continuous Non-accommodating Small Axon Cell (3)
701,NMLCL000780,Layer 1 Continuous Non-accommodating Small Axon Cell (4)
702,NMLCL000781,Layer 1 Continuous Non-accommodating Small Axon Cell (5)
703,NMLCL000782,Layer 2/3 Continuous Non-accommodating Bipolar Cell (1)
704,NMLCL000783,Layer 2/3 Continuous Non-accommodating Bipolar Cell (2)
705,NMLCL000784,Layer 2/3 Continuous Non-accommodating Bipolar Cell (3)
706,NMLCL000785,Layer 2/3 Continuous Non-accommodating Bipolar Cell (4)
707,NMLCL000786,Layer 2/3 Continuous Non-accommodating Bipolar Cell (5)
708,NMLCL000787,Layer 2/3 Continuous Non-accommodating Bitufted Cell (1)
709,NMLCL000788,Layer 2/3 Continuous Non-accommodating Bitufted Cell (2)
710,NMLCL000789,Layer 2/3 Continuous Non-accommodating Bitufted Cell (3)
711,NMLCL000790,Layer 2/3 Continuous Non-accommodating Bitufted Cell (4)
712,NMLCL000791,Layer 2/3 Continuous Non-accommodating Bitufted Cell (5)
713,NMLCL000792,Layer 2/3 Continuous Non-accommodating Chandelier Cell (1)
714,NMLCL000793,Layer 2/3 Continuous Non-accommodating Chandelier Cell (2)
715,NMLCL000794,Layer 2/3 Continuous Non-accommodating Chandelier Cell (3)
716,NMLCL000795,Layer 2/3 Continuous Non-accommodating Chandelier Cell (4)
