modelType,modelName,fileName,children,references,neurolexTerm,neurolexURI,keywords,pubmedID,translator,authors
CL,Layer 6 Burst Stuttering Double Bouquet Cell (1),bSTUT213_L6_DBC_65305c1be2_0_0.cell.nml,"K_Tst.channel.nml,SKv3_1.channel.nml,StochKv_deterministic.channel.nml,Nap_Et2.channel.nml,NaTs2_t.channel.nml,Ih.channel.nml,pas.channel.nml,Im.channel.nml,NaTa_t.channel.nml,Ca_LVAst.channel.nml,SK_E2.channel.nml,K_Pst.channel.nml,CaDynamics_E2_NML2.nml,Ca.channel.nml","(BlueBrainProject,https://bbp.epfl.ch/nmc-portal/downloads)","Burst Stuttering,Layer 6,Double Bouquet Cell","none,nlx_anat_090812,sao910084726","burst stuttering,Layer 6,GABAergic, inhibitory, neocortex, rat, somatosensory cortex, double bouquet",26451489,Padraig Gleeson,none
